id_dep,libDep,id_circo,id_com,libCom,codeBV,id_bv,libBv,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
78,Yvelines,7800008,78113,Brueil-en-Vexin,0001,78113_0001,Brueil-en-Vexin - 0001,519,383,"73,80%",136,"26,20%",369,"71,10%","96,34%",11,"2,12%","2,87%",3,"0,58%","0,78%",Numéro de panneau 1,1
78,Yvelines,7800008,78118,Buchelay,0001,78118_0001,Buchelay - 0001,908,642,"70,70%",266,"29,30%",632,"69,60%","98,44%",6,"0,66%","0,93%",4,"0,44%","0,62%",Numéro de panneau 1,1
78,Yvelines,7800008,78118,Buchelay,0002,78118_0002,Buchelay - 0002,1120,788,"70,36%",332,"29,64%",770,"68,75%","97,72%",17,"1,52%","2,16%",1,"0,09%","0,13%",Numéro de panneau 1,1
78,Yvelines,7800008,78202,Drocourt,0001,78202_0001,Drocourt - 0001,352,272,"77,27%",80,"22,73%",267,"75,85%","98,16%",4,"1,14%","1,47%",1,"0,28%","0,37%",Numéro de panneau 1,1
78,Yvelines,7800008,78239,Follainville-Dennemont,0001,78239_0001,Follainville-Dennemont - 0001,634,476,"75,08%",158,"24,92%",461,"72,71%","96,85%",14,"2,21%","2,94%",1,"0,16%","0,21%",Numéro de panneau 1,1
78,Yvelines,7800008,78239,Follainville-Dennemont,0002,78239_0002,Follainville-Dennemont - 0002,771,525,"68,09%",246,"31,91%",509,"66,02%","96,95%",7,"0,91%","1,33%",9,"1,17%","1,71%",Numéro de panneau 1,1
78,Yvelines,7800008,78246,Fontenay-Saint-Père,0001,78246_0001,Fontenay-Saint-Père - 0001,801,583,"72,78%",218,"27,22%",561,"70,04%","96,23%",20,"2,50%","3,43%",2,"0,25%","0,34%",Numéro de panneau 1,1
78,Yvelines,7800008,78267,Gargenville,0001,78267_0001,Gargenville - 0001,852,502,"58,92%",350,"41,08%",489,"57,39%","97,41%",7,"0,82%","1,39%",6,"0,70%","1,20%",Numéro de panneau 1,1
78,Yvelines,7800008,78267,Gargenville,0002,78267_0002,Gargenville - 0002,986,602,"61,05%",384,"38,95%",580,"58,82%","96,35%",16,"1,62%","2,66%",6,"0,61%","1,00%",Numéro de panneau 1,1
78,Yvelines,7800008,78267,Gargenville,0003,78267_0003,Gargenville - 0003,672,425,"63,24%",247,"36,76%",413,"61,46%","97,18%",6,"0,89%","1,41%",6,"0,89%","1,41%",Numéro de panneau 1,1
78,Yvelines,7800008,78267,Gargenville,0004,78267_0004,Gargenville - 0004,676,444,"65,68%",232,"34,32%",423,"62,57%","95,27%",19,"2,81%","4,28%",2,"0,30%","0,45%",Numéro de panneau 1,1
78,Yvelines,7800008,78267,Gargenville,0005,78267_0005,Gargenville - 0005,868,532,"61,29%",336,"38,71%",511,"58,87%","96,05%",18,"2,07%","3,38%",3,"0,35%","0,56%",Numéro de panneau 1,1
78,Yvelines,7800008,78267,Gargenville,0006,78267_0006,Gargenville - 0006,698,404,"57,88%",294,"42,12%",385,"55,16%","95,30%",13,"1,86%","3,22%",6,"0,86%","1,49%",Numéro de panneau 1,1
