id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",Numéro de panneau 1,1
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",Numéro de panneau 1,1
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",Nuance candidat 1,EXG
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",Nuance candidat 1,LR
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",Nom candidat 1,DRACOS
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",Nom candidat 1,VIGIER
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",Prénom candidat 1,Electre
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",Prénom candidat 1,Jean-Pierre
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",Sexe candidat 1,FEMININ
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",Sexe candidat 1,MASCULIN
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",Voix 1,668
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",Voix 1,21573
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",% Voix/inscrits 1,"0,65%"
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",% Voix/inscrits 1,"27,17%"
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",% Voix/exprimés 1,"0,91%"
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",% Voix/exprimés 1,"38,69%"
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",Elu 1,
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",Elu 1,
43,Haute-Loire,43001,1ère circonscription,102716,74866,"72,89%",27850,"27,11%",73398,"71,46%","98,04%",1020,"0,99%","1,36%",448,"0,44%","0,60%",Numéro de panneau 2,2
43,Haute-Loire,43002,2ème circonscription,79390,57073,"71,89%",22317,"28,11%",55758,"70,23%","97,70%",834,"1,05%","1,46%",481,"0,61%","0,84%",Numéro de panneau 2,2
