id_dep,libDep,id_circo,id_com,libCom,codeBV,id_bv,libBv,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
30,Gard,30003,30011,Les Angles,0001,30011_0001,Les Angles - 0001,809,624,"77,13%",185,"22,87%",615,"76,02%","98,56%",6,"0,74%","0,96%",3,"0,37%","0,48%",Numéro de panneau 1,1
30,Gard,30003,30011,Les Angles,0002,30011_0002,Les Angles - 0002,944,698,"73,94%",246,"26,06%",682,"72,25%","97,71%",11,"1,17%","1,58%",5,"0,53%","0,72%",Numéro de panneau 1,1
30,Gard,30003,30011,Les Angles,0003,30011_0003,Les Angles - 0003,1033,745,"72,12%",288,"27,88%",731,"70,76%","98,12%",12,"1,16%","1,61%",2,"0,19%","0,27%",Numéro de panneau 1,1
30,Gard,30003,30011,Les Angles,0004,30011_0004,Les Angles - 0004,880,665,"75,57%",215,"24,43%",650,"73,86%","97,74%",13,"1,48%","1,95%",2,"0,23%","0,30%",Numéro de panneau 1,1
30,Gard,30003,30011,Les Angles,0005,30011_0005,Les Angles - 0005,1002,730,"72,85%",272,"27,15%",712,"71,06%","97,53%",13,"1,30%","1,78%",5,"0,50%","0,68%",Numéro de panneau 1,1
30,Gard,30003,30011,Les Angles,0006,30011_0006,Les Angles - 0006,1171,854,"72,93%",317,"27,07%",843,"71,99%","98,71%",9,"0,77%","1,05%",2,"0,17%","0,23%",Numéro de panneau 1,1
30,Gard,30003,30011,Les Angles,0007,30011_0007,Les Angles - 0007,969,678,"69,97%",291,"30,03%",660,"68,11%","97,35%",12,"1,24%","1,77%",6,"0,62%","0,88%",Numéro de panneau 1,1
30,Gard,30003,30012,Aramon,0001,30012_0001,Aramon - 0001,1280,854,"66,72%",426,"33,28%",831,"64,92%","97,31%",13,"1,02%","1,52%",10,"0,78%","1,17%",Numéro de panneau 1,1
30,Gard,30003,30012,Aramon,0002,30012_0002,Aramon - 0002,943,624,"66,17%",319,"33,83%",605,"64,16%","96,96%",14,"1,48%","2,24%",5,"0,53%","0,80%",Numéro de panneau 1,1
30,Gard,30003,30012,Aramon,0003,30012_0003,Aramon - 0003,1165,843,"72,36%",322,"27,64%",815,"69,96%","96,68%",19,"1,63%","2,25%",9,"0,77%","1,07%",Numéro de panneau 1,1
