id_dep,libDep,id_circo,id_com,libCom,codeBV,id_bv,libBv,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
59,Nord,59010,59098,Bousbecque,0001,59098_0001,Bousbecque - 0001,918,573,"62,42%",345,"37,58%",560,"61,00%","97,73%",9,"0,98%","1,57%",4,"0,44%","0,70%",Numéro de panneau 1,1
59,Nord,59010,59098,Bousbecque,0002,59098_0002,Bousbecque - 0002,895,555,"62,01%",340,"37,99%",544,"60,78%","98,02%",9,"1,01%","1,62%",2,"0,22%","0,36%",Numéro de panneau 1,1
59,Nord,59010,59098,Bousbecque,0003,59098_0003,Bousbecque - 0003,1090,756,"69,36%",334,"30,64%",741,"67,98%","98,02%",15,"1,38%","1,98%",0,"0,00%","0,00%",Numéro de panneau 1,1
59,Nord,59010,59098,Bousbecque,0004,59098_0004,Bousbecque - 0004,1029,670,"65,11%",359,"34,89%",650,"63,17%","97,01%",18,"1,75%","2,69%",2,"0,19%","0,30%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0001,59279_0001,Halluin - 0001,806,351,"43,55%",455,"56,45%",350,"43,42%","99,72%",1,"0,12%","0,28%",0,"0,00%","0,00%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0002,59279_0002,Halluin - 0002,894,509,"56,94%",385,"43,06%",498,"55,70%","97,84%",11,"1,23%","2,16%",0,"0,00%","0,00%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0003,59279_0003,Halluin - 0003,789,470,"59,57%",319,"40,43%",459,"58,17%","97,66%",9,"1,14%","1,91%",2,"0,25%","0,43%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0004,59279_0004,Halluin - 0004,868,439,"50,58%",429,"49,42%",432,"49,77%","98,41%",7,"0,81%","1,59%",0,"0,00%","0,00%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0005,59279_0005,Halluin - 0005,934,514,"55,03%",420,"44,97%",489,"52,36%","95,14%",18,"1,93%","3,50%",7,"0,75%","1,36%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0006,59279_0006,Halluin - 0006,830,490,"59,04%",340,"40,96%",479,"57,71%","97,76%",10,"1,20%","2,04%",1,"0,12%","0,20%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0007,59279_0007,Halluin - 0007,1005,595,"59,20%",410,"40,80%",576,"57,31%","96,81%",15,"1,49%","2,52%",4,"0,40%","0,67%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0008,59279_0008,Halluin - 0008,870,422,"48,51%",448,"51,49%",410,"47,13%","97,16%",11,"1,26%","2,61%",1,"0,11%","0,24%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0009,59279_0009,Halluin - 0009,872,537,"61,58%",335,"38,42%",523,"59,98%","97,39%",9,"1,03%","1,68%",5,"0,57%","0,93%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0010,59279_0010,Halluin - 0010,947,649,"68,53%",298,"31,47%",638,"67,37%","98,31%",9,"0,95%","1,39%",2,"0,21%","0,31%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0011,59279_0011,Halluin - 0011,971,668,"68,80%",303,"31,20%",656,"67,56%","98,20%",10,"1,03%","1,50%",2,"0,21%","0,30%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0012,59279_0012,Halluin - 0012,855,562,"65,73%",293,"34,27%",551,"64,44%","98,04%",8,"0,94%","1,42%",3,"0,35%","0,53%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0013,59279_0013,Halluin - 0013,851,547,"64,28%",304,"35,72%",530,"62,28%","96,89%",12,"1,41%","2,19%",5,"0,59%","0,91%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0014,59279_0014,Halluin - 0014,815,497,"60,98%",318,"39,02%",483,"59,26%","97,18%",10,"1,23%","2,01%",4,"0,49%","0,80%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0015,59279_0015,Halluin - 0015,853,578,"67,76%",275,"32,24%",567,"66,47%","98,10%",10,"1,17%","1,73%",1,"0,12%","0,17%",Numéro de panneau 1,1
59,Nord,59010,59279,Halluin,0016,59279_0016,Halluin - 0016,977,642,"65,71%",335,"34,29%",626,"64,07%","97,51%",13,"1,33%","2,02%",3,"0,31%","0,47%",Numéro de panneau 1,1
