id_dep,libDepartement,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Nuance candidat 1,EXG
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Voix 1,1970
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/inscrits 1,"0,72%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/exprimés 1,"1,07%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Nuance candidat 2,DVG
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Voix 2,0
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/inscrits 2,"0,00%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/exprimés 2,"0,00%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Nuance candidat 3,UG
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Voix 3,31104
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/inscrits 3,"11,31%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/exprimés 3,"16,88%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Nuance candidat 4,ECO
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Voix 4,25435.0
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/inscrits 4,"9,25%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/exprimés 4,"13,80%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Nuance candidat 5,ENS
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Voix 5,27846.0
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/inscrits 5,"10,12%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/exprimés 5,"15,11%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Nuance candidat 6,DVC
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Voix 6,25247.0
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/inscrits 6,"9,18%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/exprimés 6,"13,70%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Nuance candidat 7,LR
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Voix 7,13598.0
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/inscrits 7,"4,94%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",% Voix/exprimés 7,"7,38%"
79,Deux-Sèvres,275116,190926,"69,40%",84190,"30,60%",184265,"66,98%","96,51%",4119,"1,50%","2,16%",2542,"0,92%","1,33%",Nuance candidat 8,RN
