id_dep,libDepartement,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Nuance candidat 1,EXG
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Voix 1,4403
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/inscrits 1,"0,53%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/exprimés 1,"0,82%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Nuance candidat 2,UG
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Voix 2,93769
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/inscrits 2,"11,35%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/exprimés 2,"17,37%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Nuance candidat 3,ECO
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Voix 3,11272
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/inscrits 3,"1,36%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/exprimés 3,"2,09%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Nuance candidat 4,REG
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Voix 4,2499.0
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/inscrits 4,"0,30%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/exprimés 4,"0,46%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Nuance candidat 5,DIV
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",Voix 5,405.0
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/inscrits 5,"0,05%"
83,Var,826248,552961,"66,92%",273287,"33,08%",539876,"65,34%","97,63%",8967,"1,09%","1,62%",4118,"0,50%","0,74%",% Voix/exprimés 5,"0,08%"
