codeDepartement,Libellé département,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 18,LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 18,62469
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 18,"6,35%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 18,"11,55%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 18,6
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 19,19
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 19,LEXG
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 19,LUTTE OUVRIERE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 19,LUTTE OUVRIERE - LE CAMP DES TRAVAILLEURS
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 19,1632
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 19,"0,17%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 19,"0,30%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 19,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 20,20
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 20,LDVG
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 20,CHANGER L'EUROPE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 20,CHANGER L'EUROPE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 20,516
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 20,"0,05%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 20,"0,10%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 20,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 21,21
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 21,LDIV
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 21,NLP
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 21,NOUS LE PEUPLE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 21,439
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 21,"0,04%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 21,"0,08%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 21,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 22,22
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 22,LEXG
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 22,URGENCE REVOLUTION !
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 22,"POUR UN MONDE SANS FRONTIERES NI PATRONS, URGENCE REVOLUTION !"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 22,661
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 22,"0,07%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 22,"0,12%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 22,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 23,23
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 23,LEXG
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 23,PPL
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 23,"""POUR LE PAIN, LA PAIX, LA LIBERTÉ !"" PRÉSENTÉE PAR LE PARTI DES TRAVAILLEURS"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 23,116
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 23,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 23,"0,02%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 23,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 24,24
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 24,LEXD
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 24,L'EUROPE CA SUFFIT !
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 24,L'EUROPE CA SUFFIT !
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 24,4951
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 24,"0,50%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 24,"0,92%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 24,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 25,25
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 25,LDIV
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 25,PRENONS-NOUS EN MAIN
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 25,NON ! PRENONS-NOUS EN MAINS
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 25,32
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 25,"0,00%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 25,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 25,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 26,26
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 26,LEXD
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 26,FORTERESSE EUROPE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 26,FORTERESSE EUROPE - LISTE D'UNITE NATIONALISTE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 26,61
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 26,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 26,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 26,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 27,27
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 27,LUG
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 27,REVEIL EUR
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 27,RÉVEILLER L'EUROPE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 27,76707
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 27,"7,79%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 27,"14,19%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 27,13
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 28,28
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 28,LEXG
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 28,"NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 28,"NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 28,62
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 28,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 28,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 28,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 29,29
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 29,LDVD
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 29,AR
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 29,ALLIANCE RURALE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 29,5246
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 29,"0,53%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 29,"0,97%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 29,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 30,30
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 30,LDIV
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 30,FRANCE LIBRE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 30,FRANCE LIBRE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 30,130
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 30,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 30,"0,02%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 30,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 31,31
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 31,LDVG
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 31,EUROPE TERRITOIRES ÉCOLOGIE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 31,EUROPE TERRITOIRES ÉCOLOGIE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 31,1412
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 31,"0,14%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 31,"0,26%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 31,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 32,32
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 32,LDIV
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 32,LA RUCHE CITOYENNE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 32,LA RUCHE CITOYENNE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 32,51
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 32,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 32,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 32,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 33,33
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 33,LCOM
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 33,GAUCHE UNIE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 33,GAUCHE UNIE POUR LE MONDE DU TRAVAIL SOUTENUE PAR FABIEN ROUSSEL
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 33,7932
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 33,"0,81%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 33,"1,47%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 33,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 34,34
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 34,LDIV
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 34,DEFENDRE LES ENFANTS
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 34,DEFENDRE LES ENFANTS
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 34,177
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 34,"0,02%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 34,"0,03%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 34,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 35,35
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 35,LECO
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 35,EAC
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 35,ÉCOLOGIE AU CENTRE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 35,7680
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 35,"0,78%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 35,"1,42%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 35,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 36,36
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 36,LDIV
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 36,DEMOCRATIE REPRESENTATIVE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 36,DEMOCRATIE REPRESENTATIVE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 36,29
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 36,"0,00%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/exprimés 36,"0,01%"
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Sièges 36,0
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Numéro de panneau 37,37
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Nuance liste 37,LDIV
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé abrégé de liste 37,ESPERANTO
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Libellé de liste 37,ESPERANTO LANGUE COMMUNE
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",Voix 37,310
78,Yvelines,984280,549783,"55,86%",434497,"44,14%",540712,"54,93%","98,35%",4958,"0,50%","0,90%",4113,"0,42%","0,75%",% Voix/inscrits 37,"0,03%"
