id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
53,Mayenne,53001,1ère circonscription,74167,50783,"68,47%",23384,"31,53%",49533,"66,79%","97,54%",859,"1,16%","1,69%",391,"0,53%","0,77%",Numéro de panneau 1,1
53,Mayenne,53002,2ème circonscription,79759,54979,"68,93%",24780,"31,07%",53301,"66,83%","96,95%",1161,"1,46%","2,11%",517,"0,65%","0,94%",Numéro de panneau 1,1
53,Mayenne,53003,3ème circonscription,72655,49185,"67,70%",23470,"32,30%",47848,"65,86%","97,28%",867,"1,19%","1,76%",470,"0,65%","0,96%",Numéro de panneau 1,1
53,Mayenne,53001,1ère circonscription,74167,50783,"68,47%",23384,"31,53%",49533,"66,79%","97,54%",859,"1,16%","1,69%",391,"0,53%","0,77%",Nuance candidat 1,UG
53,Mayenne,53002,2ème circonscription,79759,54979,"68,93%",24780,"31,07%",53301,"66,83%","96,95%",1161,"1,46%","2,11%",517,"0,65%","0,94%",Nuance candidat 1,EXG
53,Mayenne,53003,3ème circonscription,72655,49185,"67,70%",23470,"32,30%",47848,"65,86%","97,28%",867,"1,19%","1,76%",470,"0,65%","0,96%",Nuance candidat 1,RN
53,Mayenne,53001,1ère circonscription,74167,50783,"68,47%",23384,"31,53%",49533,"66,79%","97,54%",859,"1,16%","1,69%",391,"0,53%","0,77%",Nom candidat 1,GAROT
53,Mayenne,53002,2ème circonscription,79759,54979,"68,93%",24780,"31,07%",53301,"66,83%","96,95%",1161,"1,46%","2,11%",517,"0,65%","0,94%",Nom candidat 1,PLACE
53,Mayenne,53003,3ème circonscription,72655,49185,"67,70%",23470,"32,30%",47848,"65,86%","97,28%",867,"1,19%","1,76%",470,"0,65%","0,96%",Nom candidat 1,BELL
53,Mayenne,53001,1ère circonscription,74167,50783,"68,47%",23384,"31,53%",49533,"66,79%","97,54%",859,"1,16%","1,69%",391,"0,53%","0,77%",Prénom candidat 1,Guillaume
53,Mayenne,53002,2ème circonscription,79759,54979,"68,93%",24780,"31,07%",53301,"66,83%","96,95%",1161,"1,46%","2,11%",517,"0,65%","0,94%",Prénom candidat 1,Jean-Luc
53,Mayenne,53003,3ème circonscription,72655,49185,"67,70%",23470,"32,30%",47848,"65,86%","97,28%",867,"1,19%","1,76%",470,"0,65%","0,96%",Prénom candidat 1,Annie
53,Mayenne,53001,1ère circonscription,74167,50783,"68,47%",23384,"31,53%",49533,"66,79%","97,54%",859,"1,16%","1,69%",391,"0,53%","0,77%",Sexe candidat 1,MASCULIN
