id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
77001,Seine-et-Marne  - 1re circonscription,70749,118437,113726,0.7,64.7,35.3,0,89.9,10.1,0,38.0,70,56,37,18,7,42.2,6.1,17.8,7.8,19.5,6.6,44.9,6.0,16.1,7.9,20.5,4.6,39.7,6.2,19.4,7.7,18.6,8.4,17.2,21.1,21.9,15.3,11.8,12.7,24.5,0.2,5.1,17.3,26.9,29.8,18.9,1.8,90.2,2.0,7.8,51.7,45.8,2.5,43.8,71.7,4.2,34.7,28.6,22.7,12.2,1.8,34.7,22.4,28.2,12.1,2.6,15.1,18.4,18.1,19.2,28.9,14.2,13.0,29.6,44.7,59.4,88.4,3.8,4.1,3.4,0.3,6,22.5,38.8,38.6,0.1,59.8,3.5,5.6,0.9,0.8,63.5,25.7,15.1,22580,15.1,23.8,24.5,26.3,10.3,11410,39830,3.5,22.2,19.7,18.1,13.4,8.9,6.4,78,25.1,9.3,6.5,-18.9,99.8,77.2,65.7,89.4,83.4,91.9,0.6,77
77002,Seine-et-Marne  - 2e circonscription,79578,113505,113830,0.0,0,100,0,57.1,42.9,0,42.4,75,61,44,21,9,41.9,5.6,23.5,7.7,16.2,5.1,44.8,5.6,21.6,7.9,17.0,3.0,39.2,5.5,25.3,7.4,15.5,7.1,15.1,23.0,20.0,14.2,12,15.7,27.7,0.7,6.5,20.5,26.4,27.3,17.4,1.2,83.9,6.5,9.6,65.4,32.4,2.2,65.5,79.5,9.3,34.6,27,27.2,9.7,1.4,34.6,27.0,26.8,9.7,2.0,14.4,16.7,17.3,19.8,25.2,14.8,12.1,27.5,46.4,49.3,90,2.4,4.1,3.1,0.4,5,22.9,44,32.9,0.2,53.4,5,5.7,1.5,0.8,66.2,20.8,11,24140,11,21.2,25.9,27.9,14.1,12750,44060,3.5,21.2,14.6,13.2,10.1,6.9,5.4,74.9,29.4,11.4,4.2,-19.9,96.9,60,46.7,76.1,65.7,78.8,10.9,77
77003,Seine-et-Marne  - 3e circonscription,76911,114742,108587,0.9,0,100,0,50.5,49.5,0,39.5,71,58,40,18,7,42.0,5.4,19.9,7.9,18.9,5.8,44.5,5.3,18.9,7.9,19.8,3.6,39.6,5.6,20.9,8.0,18.0,8.0,16.9,27.2,22.6,14.5,10.2,8.7,18.9,0.4,5.7,14.1,28.0,30.5,20.0,1.2,88.8,3.7,7.5,67.1,31.0,1.9,73.1,75.3,7.3,27.3,33.9,27.6,10,1.3,27.3,27.2,33.5,9.9,2.1,7.5,13.1,16.1,17.6,24.9,7.3,8.0,24.8,40.0,47.0,91.1,2.6,4,2.1,0.3,4.8,18.6,53,28.2,0.1,66.4,3.6,4.4,0.9,0.8,70.6,19.8,12.1,23080,12.1,23.1,28.6,27.8,8.4,12330,37850,3.1,20.3,15.3,14.5,10.8,7.2,7.3,77.2,27,7.1,5.6,-16.9,98,48.4,29.8,67.4,60.6,75.7,10.4,77
77004,Seine-et-Marne  - 4e circonscription,88433,129839,127821,0.3,0,100,0,31.6,68.4,0,39.7,71,58,41,18,8,43.0,5.7,20.2,7.5,18.5,5.1,45.7,5.6,19.1,7.2,19.4,3.0,40.3,5.9,21.2,7.7,17.7,7.1,19.0,30.2,23.0,13.2,8.4,6.2,14.6,1.7,5.9,11.0,25.5,31.8,23.0,1.3,85.3,6.0,8.7,71.5,26.4,2.1,79.6,76.6,14.3,27.6,33.5,27.7,9.8,1.4,27.6,27.3,33.1,9.6,2.4,9.1,12.7,16.9,21.9,29.4,8.0,7.9,24.7,38.5,44.5,90.3,2.2,4.7,2.6,0.2,5.2,19.5,53.7,26.7,0.1,60.9,4.7,5,0.7,0.7,74.3,14.7,10.8,22720,10.8,24.8,30.6,26.6,7.2,12870,36560,2.8,17.2,13.2,12.5,9.6,7.1,6.8,76.7,25.7,8.8,5.2,-16.4,94.5,35.9,19.4,50.4,35.7,48.3,27.7,77
77005,Seine-et-Marne  - 5e circonscription,87770,132707,125846,0.9,19.4,80.6,0,85,15,0,37.7,69,55,38,17,7,46.5,5.1,16.6,7.7,19.6,4.6,48.8,5.1,15.2,7.7,20.5,2.8,44.3,5.1,17.9,7.8,18.7,6.3,15.3,23.4,23.4,15.8,12.1,10.1,22.2,0.4,5.6,17.2,29.2,30.0,16.6,1.0,86.6,4.7,8.6,67.1,30.8,2.1,68.3,60.4,7.1,28.7,35.1,24,10.6,1.6,28.7,23.7,34.7,10.5,2.4,12.8,13.3,15.9,17.9,23.7,13.2,9.5,24.9,44.4,45.1,89.1,2.5,5.2,2.8,0.4,6.1,15.9,50.8,33.2,0.1,69.8,3.2,3.7,0.5,0.9,67.2,24.6,9.1,24470,9.1,20.2,28.6,31.4,10.8,13620,40240,3,15.3,11.1,9.3,8.2,6.5,6.1,85.1,20.9,7.7,4.5,-18.1,99.3,57.7,27.1,75.1,64.4,76.1,5.1,77
77006,Seine-et-Marne  - 6e circonscription,81158,135391,129391,0.8,48.7,51.3,0,72.6,27.4,0,36.2,68,53,35,16,6,43.8,6.0,15.0,8.2,20.8,6.3,45.5,5.8,13.4,8.2,21.9,5.2,42.2,6.1,16.4,8.1,19.7,7.4,18.9,25.8,22.6,14.5,10.3,7.9,18.2,0.3,4.4,12.3,27.8,33.1,20.5,1.5,91.8,1.3,6.9,58.2,40.2,1.6,53.8,67.5,5.1,28.4,34.6,21.9,13.4,1.7,28.4,21.7,34.1,13.3,2.6,8.7,13.6,15.1,19.1,28.3,8.4,9.6,28.9,47.0,53.3,88.6,4.2,4.1,2.8,0.3,5.1,21,39.9,39,0.1,60.9,2.8,5.2,0.7,0.7,63.6,27.1,13.2,22560,13.2,24.2,28.7,26.7,7.3,11920,36580,3.1,18.2,15.3,14.1,12,10.4,8,83,20.8,6.2,6.4,-16.4,99.5,66.8,42.5,82.6,74.5,80,9,77
77007,Seine-et-Marne  - 7e circonscription,87147,142053,134079,1.0,57.6,42.4,0,87.6,12.4,0,36.8,68,54,36,17,7,45.7,5.4,15.6,7.9,20.3,5.1,48.0,5.4,14.5,7.8,21.2,3.2,43.5,5.5,16.7,8.0,19.4,7.0,17.6,22.3,23.4,15.5,11.8,9.4,21.2,0.2,5.3,15.6,30.6,29.2,17.7,1.4,92.8,1.2,6.0,63.1,35.1,1.7,59.4,64.6,3.6,27.9,36,22.9,11.8,1.5,27.9,22.5,35.4,11.7,2.6,10.7,14.6,12.7,18.2,30.1,10.2,9.2,23.7,43.6,52.6,90.5,3.1,2.8,3.4,0.2,5.1,15.8,26.9,57.2,0.1,73.1,2.6,3.3,0.6,1.3,69,23.1,10,24410,10,20.6,27.5,31.6,10.3,13160,39810,3,13.7,11.9,11.1,9.1,7,6.5,85.1,21.1,7.4,4.8,-18.5,99.8,78.2,47.1,88.9,82.8,88.7,1.9,77
77008,Seine-et-Marne  - 8e circonscription,94569,151301,141238,1.2,74.2,25.8,0,97.6,2.4,0,36.0,66,52,35,17,7,48.2,5.2,13.5,8.5,20.1,4.3,50.0,5.1,12.7,8.5,21.1,2.5,46.6,5.4,14.2,8.6,19.2,6.1,14.1,17.3,21.7,17.2,14.4,15.3,29.7,0.0,5.2,22.0,29.3,28.6,13.8,1.1,93.9,1.8,4.3,59.0,39.5,1.5,47.1,50.1,2.4,28.6,35,22.5,12.2,1.7,28.6,22.0,34.5,12.1,2.8,14.7,15.0,13.6,15.6,28.9,12.6,10.0,24.8,41.5,48.0,89.6,2.6,4.1,3.4,0.3,6.6,15.8,34.6,49.4,0.2,71,2.5,4,0.8,1.3,54.9,36.5,10.4,25050,10.4,19.2,25.2,32.6,12.7,12950,42090,3.3,13.9,11.4,11.3,9.6,8.5,7.4,89.1,18.5,7.1,4.6,-19.3,98.5,80.8,68.3,94,91.1,94,0.8,77
77009,Seine-et-Marne  - 9e circonscription,85866,133026,130287,0.3,44.9,55.1,0,79.4,20.6,0,37.8,69,55,38,18,7,46.6,4.7,17.0,8.4,19.0,4.4,48.6,4.7,15.8,8.1,20.2,2.7,44.6,4.7,18.2,8.6,18.0,5.9,15.7,22.1,23.4,16.1,12.2,10.5,22.7,0.1,5.5,17.3,29.0,29.6,17.5,1.0,93.4,1.5,5.1,65.4,32.9,1.6,60.2,63.4,3.7,27.1,35.2,24.7,11.7,1.4,27.1,24.2,34.7,11.6,2.4,9.2,13.9,13.0,15.8,22.3,9.3,9.1,25.4,41.1,40.2,90.3,2.9,3.1,3.4,0.2,5.5,18.1,30.8,51,0.1,72.5,2.9,3.8,0.8,1.5,67.9,23,8.9,25050,8.9,19.3,27.3,32.9,11.5,13640,40860,3,13.3,11.3,9.8,8.2,6.2,5,84.5,22.8,7.3,4.3,-18.9,100,77,65.1,90.2,86.3,88.5,0,77
77010,Seine-et-Marne  - 10e circonscription,81035,136957,133199,0.5,100,0,0,100,0,0,36.8,68,55,36,17,6,43.6,6.1,16.0,8.9,20.0,5.4,45.5,5.8,14.8,9.2,21.3,3.3,41.8,6.3,17.1,8.7,18.8,7.3,17.3,18.3,21.6,15.4,13.1,14.3,27.4,0.0,4.2,18.7,28.2,31.3,16.0,1.5,93.9,1.2,4.9,53.7,44.5,1.7,36.1,72.2,1.2,31,32,21.2,13.5,2.2,31.0,20.8,31.5,13.3,3.3,14.9,15.2,14.3,19.4,29.2,14.1,10.4,28.0,44.8,56.7,90.6,3,2.1,3.7,0.5,5.6,16.7,22.4,60.8,0.1,76.7,2.3,4.1,0.9,1.2,45.5,46,14.9,22650,14.9,23.9,24.6,27.7,8.9,11540,38370,3.3,20,17.1,17.1,14.2,10.3,9.8,82.9,22.4,6.1,6.3,-17.6,100,100,81.3,100,100,100,0,77
