id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",Numéro de panneau 1,1
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",Numéro de panneau 1,1
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",Numéro de panneau 1,1
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",Numéro de panneau 1,1
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",Numéro de panneau 1,1
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",Nuance candidat 1,LR
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",Nuance candidat 1,RN
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",Nuance candidat 1,LR
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",Nuance candidat 1,ENS
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",Nuance candidat 1,ENS
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",Nom candidat 1,GALPIER
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",Nom candidat 1,DUPRÉ
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",Nom candidat 1,MARCHIS
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",Nom candidat 1,LINGEMANN
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",Nom candidat 1,BASTET
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",Prénom candidat 1,Sébastien
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",Prénom candidat 1,Isabelle
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",Prénom candidat 1,Marie-Anne
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",Prénom candidat 1,Delphine
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",Prénom candidat 1,Véronique
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",Sexe candidat 1,MASCULIN
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",Sexe candidat 1,FEMININ
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",Sexe candidat 1,FEMININ
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",Sexe candidat 1,FEMININ
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",Sexe candidat 1,FEMININ
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",Voix 1,4890
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",Voix 1,21987
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",Voix 1,8863
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",Voix 1,19299
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",Voix 1,11166
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",% Voix/inscrits 1,"5,84%"
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",% Voix/inscrits 1,"24,35%"
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",% Voix/inscrits 1,"9,83%"
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",% Voix/inscrits 1,"18,92%"
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",% Voix/inscrits 1,"10,63%"
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",% Voix/exprimés 1,"8,95%"
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",% Voix/exprimés 1,"34,34%"
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",% Voix/exprimés 1,"13,73%"
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",% Voix/exprimés 1,"27,38%"
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",% Voix/exprimés 1,"15,54%"
63,Puy-de-Dôme,63001,1ère circonscription,83788,56081,"66,93%",27707,"33,07%",54645,"65,22%","97,44%",948,"1,13%","1,69%",488,"0,58%","0,87%",Elu 1,
63,Puy-de-Dôme,63002,2ème circonscription,90283,65821,"72,91%",24462,"27,09%",64023,"70,91%","97,27%",1202,"1,33%","1,83%",596,"0,66%","0,91%",Elu 1,
63,Puy-de-Dôme,63003,3ème circonscription,90194,66257,"73,46%",23937,"26,54%",64541,"71,56%","97,41%",1154,"1,28%","1,74%",562,"0,62%","0,85%",Elu 1,
63,Puy-de-Dôme,63004,4ème circonscription,101981,72802,"71,39%",29179,"28,61%",70483,"69,11%","96,81%",1544,"1,51%","2,12%",775,"0,76%","1,06%",Elu 1,
63,Puy-de-Dôme,63005,5ème circonscription,105052,73945,"70,39%",31107,"29,61%",71835,"68,38%","97,15%",1383,"1,32%","1,87%",727,"0,69%","0,98%",Elu 1,
