id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
2B001,Haute-Corse  - 1re circonscription,61283,100170,91819,1.5,48.3,47.7,4,84.7,11.1,4.2,42.5,75,62,43,23,9,39.6,4.9,22.0,6.5,15.4,11.5,43.9,4.6,21.8,6.9,16.6,6.2,35.6,5.3,22.2,6.2,14.2,16.4,16.6,22.2,24.3,13.2,12.2,11.5,23.7,0.9,9.9,11.2,23.4,34.3,19.0,1.2,76.5,20.2,3.3,53.0,43.6,3.4,36.5,65.4,1.5,28.6,27.1,26.3,13.9,4,28.6,25.8,26.8,13.8,5.0,9.9,12.5,16.6,17.2,24.1,9.7,9.5,24.2,37.7,46.4,89.1,5.5,3.4,1.8,0.2,2.9,51.4,46.8,1.7,0.1,5.7,2.6,7.7,0.3,2.8,83.6,3,18.3,20760,18.3,27.5,23.6,21.8,8.8,10690,38150,3.6,24.5,21.4,20.3,18,14.7,17.8,69.7,30.8,10.2,7,-17.7,96.4,64.7,57.1,89.1,86.7,90,14.6,2B
2B002,Haute-Corse  - 2e circonscription,67843,81763,79155,0.5,20,41.4,38.6,16.2,20.1,63.7,44.6,76,64,46,24,10,37.2,6.1,25.6,7.3,13.1,10.7,43.1,5.1,25.6,6.9,13.3,5.9,31.4,7.0,25.7,7.7,12.9,15.4,24.4,23.2,23.2,9.9,10,9.3,19.3,3.8,11.9,8.1,18.6,35.6,20.7,1.4,49.5,47.0,3.5,56.7,36.9,6.3,61.2,61.3,2.4,38.1,22.8,25,11.1,2.9,38.1,24.5,22.5,11.0,4.0,17.7,18.0,23.0,22.9,31.2,21.4,12.4,26.5,41.1,49.2,88.6,3.6,4.1,3.2,0.5,4.6,49.1,47,3.8,0.1,18.8,5.6,9.3,0.6,1.3,82.3,0.9,21.5,19520,21.5,29.5,24.1,18.2,6.7,10040,34880,3.5,27,22.4,24.6,21.6,18.9,20,62.6,35,11,6.9,-15.4,81.1,32.2,17.5,60.5,44.1,59.1,63.5,2B
