id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
91,Essonne,91001,1ère circonscription,69794,42528,"60,93%",27266,"39,07%",41475,"59,42%","97,52%",703,"1,01%","1,65%",350,"0,50%","0,82%",Numéro de panneau 1,1
91,Essonne,91002,2ème circonscription,92918,62833,"67,62%",30085,"32,38%",61064,"65,72%","97,18%",1276,"1,37%","2,03%",493,"0,53%","0,78%",Numéro de panneau 1,1
91,Essonne,91003,3ème circonscription,99134,69270,"69,88%",29864,"30,12%",67526,"68,12%","97,48%",1293,"1,30%","1,87%",451,"0,45%","0,65%",Numéro de panneau 1,1
91,Essonne,91004,4ème circonscription,99613,70297,"70,57%",29316,"29,43%",68148,"68,41%","96,94%",1656,"1,66%","2,36%",493,"0,49%","0,70%",Numéro de panneau 1,1
91,Essonne,91005,5ème circonscription,68706,51109,"74,39%",17597,"25,61%",50381,"73,33%","98,58%",501,"0,73%","0,98%",227,"0,33%","0,44%",Numéro de panneau 1,1
91,Essonne,91006,6ème circonscription,83324,57031,"68,44%",26293,"31,56%",55983,"67,19%","98,16%",817,"0,98%","1,43%",231,"0,28%","0,41%",Numéro de panneau 1,1
91,Essonne,91007,7ème circonscription,74148,47632,"64,24%",26516,"35,76%",46565,"62,80%","97,76%",760,"1,02%","1,60%",307,"0,41%","0,64%",Numéro de panneau 1,1
91,Essonne,91008,8ème circonscription,76565,50558,"66,03%",26007,"33,97%",49422,"64,55%","97,75%",818,"1,07%","1,62%",318,"0,42%","0,63%",Numéro de panneau 1,1
91,Essonne,91009,9ème circonscription,79787,52672,"66,02%",27115,"33,98%",51296,"64,29%","97,39%",1057,"1,32%","2,01%",319,"0,40%","0,61%",Numéro de panneau 1,1
91,Essonne,91010,10ème circonscription,62824,38703,"61,61%",24121,"38,39%",37763,"60,11%","97,57%",596,"0,95%","1,54%",344,"0,55%","0,89%",Numéro de panneau 1,1
91,Essonne,91001,1ère circonscription,69794,42528,"60,93%",27266,"39,07%",41475,"59,42%","97,52%",703,"1,01%","1,65%",350,"0,50%","0,82%",Nuance candidat 1,REC
91,Essonne,91002,2ème circonscription,92918,62833,"67,62%",30085,"32,38%",61064,"65,72%","97,18%",1276,"1,37%","2,03%",493,"0,53%","0,78%",Nuance candidat 1,UG
91,Essonne,91003,3ème circonscription,99134,69270,"69,88%",29864,"30,12%",67526,"68,12%","97,48%",1293,"1,30%","1,87%",451,"0,45%","0,65%",Nuance candidat 1,EXG
91,Essonne,91004,4ème circonscription,99613,70297,"70,57%",29316,"29,43%",68148,"68,41%","96,94%",1656,"1,66%","2,36%",493,"0,49%","0,70%",Nuance candidat 1,DIV
91,Essonne,91005,5ème circonscription,68706,51109,"74,39%",17597,"25,61%",50381,"73,33%","98,58%",501,"0,73%","0,98%",227,"0,33%","0,44%",Nuance candidat 1,DVD
91,Essonne,91006,6ème circonscription,83324,57031,"68,44%",26293,"31,56%",55983,"67,19%","98,16%",817,"0,98%","1,43%",231,"0,28%","0,41%",Nuance candidat 1,UG
91,Essonne,91007,7ème circonscription,74148,47632,"64,24%",26516,"35,76%",46565,"62,80%","97,76%",760,"1,02%","1,60%",307,"0,41%","0,64%",Nuance candidat 1,REC
91,Essonne,91008,8ème circonscription,76565,50558,"66,03%",26007,"33,97%",49422,"64,55%","97,75%",818,"1,07%","1,62%",318,"0,42%","0,63%",Nuance candidat 1,EXG
