id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
38001,Isère  - 1re circonscription,85135,130351,128340,0.3,81.8,18.2,0,99.1,0.9,0,39.8,74,59,36,21,10,41.7,5.4,19.7,14.6,13.9,4.6,44.6,5.6,17.2,15.0,14.9,2.7,39.1,5.3,22.0,14.3,12.9,6.4,7.9,9.8,14.4,12.7,16.2,39,55.2,0.1,5.3,38.1,25.8,20.3,8.9,1.6,85.7,4.4,9.8,47.1,50.7,2.2,18.5,75.8,2.3,46.9,18.3,22.8,7.4,4.6,46.9,22.7,18.3,7.3,4.8,30.8,23.6,22.4,22.0,27.6,33.8,18.3,37.6,50.2,63.9,83.5,6.4,4.6,4.3,1.3,8.4,42.9,52.8,3.9,0.4,32.8,3,11.2,14.7,0.9,48.7,21.5,12.5,26220,12.5,17.7,20.1,29,20.7,12080,51150,4.2,26.5,13.8,13.3,10.7,8.6,6.6,76.2,27,14.4,4.2,-21.8,100,83.5,85.4,100,91.8,99.1,0.9,38
38002,Isère  - 2e circonscription,78251,127910,125268,0.3,73.8,26.2,0,94.5,5.5,0,39.0,73,58,37,19,7,39.4,5.8,19.9,11.9,17.3,5.7,41.7,5.8,18.3,12.3,18.4,3.3,37.2,5.8,21.4,11.4,16.2,7.9,15.9,20.9,20.1,14.8,11.9,16.4,28.3,0.2,5.3,17.8,26.0,29.4,19.7,1.6,92.2,1.7,6.0,53.9,44.4,1.7,29.1,68.6,5,37.7,25.5,23.8,10.3,2.6,37.7,23.6,25.3,10.2,3.1,23.8,17.8,19.3,16.2,25.2,21.6,12.2,31.2,43.5,56.0,87.8,3.9,5.6,2.1,0.6,6.8,22.7,74.3,2.9,0.2,59.4,2.4,5,5.9,0.9,70.8,15,14.2,22190,14.2,25,27.1,25.4,8.3,11760,37610,3.2,25.7,16.6,17.5,13.7,8.1,7.7,72.4,28.8,8.8,6.2,-16.3,99.7,80.8,70.1,92.9,85.5,91.8,4,38
38003,Isère  - 3e circonscription,60060,106226,109262,-0.5,96.6,3.4,0,96.6,3.4,0,38.1,72,56,35,20,8,41.6,7.2,17.5,10.9,16.4,6.4,44.8,7.3,15.7,11.1,16.9,4.2,38.5,7.1,19.2,10.6,16.0,8.5,14.4,16.9,18.3,13.3,13.5,23.5,37.0,0.1,4.3,23.0,26.3,27.2,17.0,2.1,85.6,3.6,10.8,44.0,53.7,2.3,11.5,73.4,0.9,46.3,20.4,20.3,9.2,3.8,46.3,20.2,20.2,9.2,4.1,32.5,26.5,26.6,21.9,32.5,26.8,18.5,39.5,50.8,63.8,85.4,6.6,3.6,3.4,1.1,7.1,47.1,49.4,3.3,0.2,39.7,3.1,9.2,13.1,0.9,48.8,24.7,19,20810,19,26.5,24.7,22.9,7,10530,36370,3.5,27.7,21.5,22.3,18,12.1,10.8,75.3,25.5,7.6,7.9,-16.2,100,96.6,96.6,100,98.6,98.6,0,38
38004,Isère  - 4e circonscription,91597,120266,117737,0.4,33.4,53.9,12.7,62.8,24.5,12.7,41.9,74,61,43,20,8,43.7,4.5,23.4,6.9,16.7,4.9,46.3,4.5,22.1,6.9,17.1,3.1,41.2,4.4,24.6,6.9,16.2,6.7,12.8,23.6,21.6,16.2,11.9,13.9,25.8,1.1,7.6,16.1,27.0,28.8,18.5,0.9,59.7,34.7,5.6,65.8,31.3,2.9,53.4,72.9,10.2,33.7,27,28.5,9.4,1.5,33.7,28.3,26.8,9.4,1.9,12.1,17.4,19.6,19.5,31.4,10.6,10.6,28.1,46.7,57.0,88.7,3.8,5.3,1.7,0.4,5.1,29.5,67.7,2.6,0.2,49.5,6.4,7.5,3.4,0.8,72.2,9.7,10,23380,10,23.4,29.1,27.9,9.7,13160,39110,3,19.4,11.8,11.2,9.5,6.8,7.2,72.1,29.5,11.2,4.3,-17.1,94.4,68.2,33.9,79.5,70.6,80.5,18.4,38
38005,Isère  - 5e circonscription,105570,137624,135066,0.3,16.5,78,5.5,61.2,32.6,6.2,40.9,73,59,42,19,8,45.2,4.0,21.2,7.0,18.1,4.5,47.4,4.1,19.9,7.1,18.7,2.8,43.0,4.0,22.5,7.0,17.5,6.1,10.3,21.5,18.6,16.6,13.4,19.5,32.9,0.7,6.4,22.4,28.3,24.1,17.6,0.5,80.4,12.9,6.7,70.2,27.7,2.2,63.6,65.3,10.9,30.1,31.1,28.6,9,1.2,30.1,28.4,31.0,8.9,1.6,11.6,14.7,16.7,18.2,26.2,9.7,9.5,27.3,40.5,47.9,89.8,2.7,5.4,1.8,0.3,5.3,19.9,70,9.9,0.3,60.3,3.8,3.8,2.9,0.9,79.2,9.5,7.2,24780,7.2,20.2,29,32,11.6,14420,40930,2.8,14,8.8,7.9,6.3,5,5.7,78.4,25.8,9.5,3.9,-17.6,98.1,51.6,15.8,85.6,73.5,79.2,9.8,38
38006,Isère  - 6e circonscription,88676,126118,116948,1.3,3.6,74.5,21.9,41.9,31.2,26.9,39.0,71,57,40,17,7,43.8,4.9,20.0,6.6,19.9,4.8,46.6,4.5,19.2,6.4,20.6,2.6,41.0,5.3,20.7,6.8,19.2,6.9,15.6,28.7,21.6,15.8,9.8,8.5,18.3,0.9,7.4,12.3,27.7,25.2,25.9,0.7,89.8,3.4,6.8,71.8,26.6,1.6,75.8,61.9,14.4,26.4,34.8,28.2,9.2,1.3,26.4,27.9,34.6,9.2,1.9,9.4,11.9,16.3,20.0,22.1,7.8,7.7,24.0,39.2,52.5,90.2,2.4,4,3.2,0.1,4.8,19.7,38.8,41.3,0.2,58.1,3.6,2.9,0.7,0.8,87.9,4.2,9.7,23000,9.7,23.8,31.3,26.9,8.3,13280,37620,2.8,13.6,11.5,11,8.8,7,7.2,77.1,25.1,8.9,4.9,-15.9,99.8,49.9,21.4,73.1,74,71.1,7.9,38
38007,Isère  - 7e circonscription,95705,131329,126309,0.7,30.5,41.4,28.1,17,31.1,51.9,40.9,73,60,42,18,8,41.8,5.1,23.0,6.5,18.6,5.1,45.2,4.5,21.9,6.4,19.2,2.9,38.4,5.7,24.0,6.6,18.0,7.2,16.9,29.6,22.8,14.9,9.1,6.7,15.8,1.8,7.8,10.7,25.3,26.3,27.3,0.9,87.5,4.1,8.4,73.1,25.0,1.8,81.9,62.5,18.3,28.2,32.6,30,8,1.3,28.2,29.8,32.3,8.0,1.8,9.0,13.3,17.9,18.0,27.6,6.0,7.7,24.3,40.8,47.9,90.5,2.2,5.1,2.1,0.2,4.7,20,61.8,18,0.2,54.2,4.5,3.1,0.7,0.7,86.7,4.3,10.6,22040,10.6,27.1,31.8,24.4,6.1,12930,35260,2.7,15.5,12.9,12.1,9.7,7.5,8,72.5,28.3,8.6,5.3,-14.7,97.5,35,25.3,58.3,42.7,51.6,21.3,38
38008,Isère  - 8e circonscription,82027,113884,108624,0.8,5.5,94.5,0,56.8,43.2,0,40.1,72,59,41,18,7,43.2,4.9,21.3,7.2,18.4,5.0,46.1,4.6,20.3,7.3,19.1,2.5,40.5,5.1,22.3,7.2,17.6,7.3,14.3,25.7,21.2,16.9,11,10.9,21.9,0.7,6.9,15.2,29.0,25.9,21.3,1.1,91.1,1.5,7.4,63.6,35.0,1.4,63.6,67.5,12.9,30.3,31.9,27.7,9.1,1.1,30.3,27.4,31.7,9.0,1.6,11.5,14.7,17.6,20.5,30.4,10.4,9.4,27.3,38.3,57.2,89.9,3.1,3.1,3.7,0.2,4.9,21.3,31.4,47.1,0.2,57.4,3.3,3.7,0.8,0.8,84.3,7.3,11.3,23430,11.3,22.2,28.6,28.4,9.5,12660,38930,3.1,17.4,13.6,13.3,9.6,8.2,8.2,76.4,26,9.3,5.1,-16.8,100,45.6,28.4,82.9,66.8,77,2,38
38009,Isère  - 9e circonscription,100145,132034,129642,0.3,7.5,91.2,1.3,66.3,22.2,11.5,42.1,74,61,44,20,8,42.2,4.8,23.9,6.8,17.1,5.3,44.7,4.8,22.4,6.9,17.8,3.4,39.9,4.8,25.2,6.6,16.5,7.0,13.5,24.5,19.7,16.5,11.8,14,25.8,1.4,6.7,17.3,27.2,25.3,21.3,0.7,88.4,2.7,8.9,66.2,31.8,1.9,62.8,67.5,13,31.7,28.8,29.4,8.8,1.2,31.7,29.3,28.6,8.7,1.6,11.0,15.3,17.4,18.5,28.5,11.0,10.1,26.2,43.9,53.2,89.5,3,5.8,1.6,0.2,4.4,23.6,69.2,7.1,0.1,44.3,4.1,5,1.2,0.8,78,10.8,9.8,23220,9.8,24,29.2,27.8,9.3,13250,38710,2.9,17.3,12.4,10.7,8.9,6.6,7.5,73.3,28.6,10,4.7,-16.6,99.5,59.4,39.9,79.4,61.3,74.5,10,38
38010,Isère  - 10e circonscription,98269,145424,138191,0.9,14.3,65.9,19.8,63,10.8,26.2,37.8,70,55,38,17,7,42.3,6.1,17.8,7.2,20.5,6.2,45.5,5.6,16.6,6.9,21.5,4.0,39.3,6.6,18.9,7.5,19.4,8.3,16.4,26.9,21.6,15.4,10.2,9.4,19.6,0.7,5.9,13.6,26.3,26.5,26.1,1.0,91.0,2.0,6.9,58.7,39.5,1.8,63.1,62.4,11.7,30.6,32.7,24.7,10.7,1.3,30.6,24.5,32.4,10.7,1.8,13.7,14.3,18.2,17.9,32.5,11.5,10.7,29.4,45.8,53.0,88.6,3.5,4.8,2.8,0.3,4.8,20.9,48.9,30,0.2,43.2,3.7,3.9,0.9,0.7,81.9,8.9,12.8,21790,12.8,27.1,29.2,23.9,7,12240,36130,3,17.5,16.4,14.8,11.1,7.7,8,77.1,24.3,7.7,6.3,-15.3,99.2,56.2,46.5,84.8,68.3,76.4,6.4,38
