id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",Numéro de panneau 1,1
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",Numéro de panneau 1,1
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",Numéro de panneau 1,1
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",Numéro de panneau 1,1
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",Numéro de panneau 1,1
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",Nuance candidat 1,DVC
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",Nuance candidat 1,EXG
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",Nuance candidat 1,ENS
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",Nuance candidat 1,LR
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",Nuance candidat 1,ENS
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",Nom candidat 1,DUMONT
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",Nom candidat 1,CHASSOULIER
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",Nom candidat 1,MARIAGE
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",Nom candidat 1,JACQUES
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",Nom candidat 1,FOLLEAT
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",Prénom candidat 1,Bruno
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",Prénom candidat 1,Rémy
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",Prénom candidat 1,Bruno
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",Prénom candidat 1,Vincent
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",Prénom candidat 1,Loïc
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",Sexe candidat 1,MASCULIN
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",Sexe candidat 1,MASCULIN
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",Sexe candidat 1,MASCULIN
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",Sexe candidat 1,MASCULIN
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",Sexe candidat 1,MASCULIN
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",Voix 1,776
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",Voix 1,531
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",Voix 1,3490
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",Voix 1,7759
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",Voix 1,10196
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",% Voix/inscrits 1,"0,93%"
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",% Voix/inscrits 1,"0,69%"
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",% Voix/inscrits 1,"4,25%"
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",% Voix/inscrits 1,"9,12%"
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",% Voix/inscrits 1,"12,56%"
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",% Voix/exprimés 1,"1,47%"
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",% Voix/exprimés 1,"1,03%"
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",% Voix/exprimés 1,"6,26%"
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",% Voix/exprimés 1,"13,48%"
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",% Voix/exprimés 1,"19,49%"
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",Elu 1,
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",Elu 1,
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",Elu 1,
80,Somme,80004,4ème circonscription,85080,59182,"69,56%",25898,"30,44%",57558,"67,65%","97,26%",1178,"1,38%","1,99%",446,"0,52%","0,75%",Elu 1,
80,Somme,80005,5ème circonscription,81191,53938,"66,43%",27253,"33,57%",52306,"64,42%","96,97%",1137,"1,40%","2,11%",495,"0,61%","0,92%",Elu 1,
80,Somme,80001,1ère circonscription,83104,54010,"64,99%",29094,"35,01%",52625,"63,32%","97,44%",926,"1,11%","1,71%",459,"0,55%","0,85%",Numéro de panneau 2,2
80,Somme,80002,2ème circonscription,77341,52562,"67,96%",24779,"32,04%",51505,"66,59%","97,99%",756,"0,98%","1,44%",301,"0,39%","0,57%",Numéro de panneau 2,2
80,Somme,80003,3ème circonscription,82023,57454,"70,05%",24569,"29,95%",55777,"68,00%","97,08%",1128,"1,38%","1,96%",549,"0,67%","0,96%",Numéro de panneau 2,2
