id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Numéro de panneau 1,1
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Numéro de panneau 1,1
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Nuance candidat 1,UG
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Nuance candidat 1,DIV
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Nom candidat 1,GONZALEZ
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Nom candidat 1,SCHWARZ
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Prénom candidat 1,Eloïse
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Prénom candidat 1,Pierre
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Sexe candidat 1,FEMININ
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Sexe candidat 1,MASCULIN
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Voix 1,10658
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Voix 1,836
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",% Voix/inscrits 1,"13,83%"
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",% Voix/inscrits 1,"0,96%"
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",% Voix/exprimés 1,"21,69%"
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",% Voix/exprimés 1,"1,42%"
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Elu 1,
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Elu 1,
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Numéro de panneau 2,2
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Numéro de panneau 2,2
36,Indre,36001,1ère circonscription,77075,50919,"66,06%",26156,"33,94%",49141,"63,76%","96,51%",1132,"1,47%","2,22%",646,"0,84%","1,27%",Nuance candidat 2,EXG
36,Indre,36002,2ème circonscription,87371,60976,"69,79%",26395,"30,21%",58762,"67,26%","96,37%",1400,"1,60%","2,30%",814,"0,93%","1,33%",Nuance candidat 2,UG
