id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
47,Lot-et-Garonne,47001,1ère circonscription,88558,62686,"70,79%",25872,"29,21%",60389,"68,19%","96,34%",1456,"1,64%","2,32%",841,"0,95%","1,34%",Numéro de panneau 1,1
47,Lot-et-Garonne,47002,2ème circonscription,76944,53343,"69,33%",23601,"30,67%",51271,"66,63%","96,12%",1195,"1,55%","2,24%",877,"1,14%","1,64%",Numéro de panneau 1,1
47,Lot-et-Garonne,47003,3ème circonscription,75786,53004,"69,94%",22782,"30,06%",51528,"67,99%","97,22%",900,"1,19%","1,70%",576,"0,76%","1,09%",Numéro de panneau 1,1
47,Lot-et-Garonne,47001,1ère circonscription,88558,62686,"70,79%",25872,"29,21%",60389,"68,19%","96,34%",1456,"1,64%","2,32%",841,"0,95%","1,34%",Nuance candidat 1,REG
47,Lot-et-Garonne,47002,2ème circonscription,76944,53343,"69,33%",23601,"30,67%",51271,"66,63%","96,12%",1195,"1,55%","2,24%",877,"1,14%","1,64%",Nuance candidat 1,UG
47,Lot-et-Garonne,47003,3ème circonscription,75786,53004,"69,94%",22782,"30,06%",51528,"67,99%","97,22%",900,"1,19%","1,70%",576,"0,76%","1,09%",Nuance candidat 1,RN
47,Lot-et-Garonne,47001,1ère circonscription,88558,62686,"70,79%",25872,"29,21%",60389,"68,19%","96,34%",1456,"1,64%","2,32%",841,"0,95%","1,34%",Nom candidat 1,CUQUEL
47,Lot-et-Garonne,47002,2ème circonscription,76944,53343,"69,33%",23601,"30,67%",51271,"66,63%","96,12%",1195,"1,55%","2,24%",877,"1,14%","1,64%",Nom candidat 1,COURREGELONGUE
47,Lot-et-Garonne,47003,3ème circonscription,75786,53004,"69,94%",22782,"30,06%",51528,"67,99%","97,22%",900,"1,19%","1,70%",576,"0,76%","1,09%",Nom candidat 1,COUSIN
47,Lot-et-Garonne,47001,1ère circonscription,88558,62686,"70,79%",25872,"29,21%",60389,"68,19%","96,34%",1456,"1,64%","2,32%",841,"0,95%","1,34%",Prénom candidat 1,Patrice
47,Lot-et-Garonne,47002,2ème circonscription,76944,53343,"69,33%",23601,"30,67%",51271,"66,63%","96,12%",1195,"1,55%","2,24%",877,"1,14%","1,64%",Prénom candidat 1,Christophe
47,Lot-et-Garonne,47003,3ème circonscription,75786,53004,"69,94%",22782,"30,06%",51528,"67,99%","97,22%",900,"1,19%","1,70%",576,"0,76%","1,09%",Prénom candidat 1,Annick
47,Lot-et-Garonne,47001,1ère circonscription,88558,62686,"70,79%",25872,"29,21%",60389,"68,19%","96,34%",1456,"1,64%","2,32%",841,"0,95%","1,34%",Sexe candidat 1,MASCULIN
47,Lot-et-Garonne,47002,2ème circonscription,76944,53343,"69,33%",23601,"30,67%",51271,"66,63%","96,12%",1195,"1,55%","2,24%",877,"1,14%","1,64%",Sexe candidat 1,MASCULIN
47,Lot-et-Garonne,47003,3ème circonscription,75786,53004,"69,94%",22782,"30,06%",51528,"67,99%","97,22%",900,"1,19%","1,70%",576,"0,76%","1,09%",Sexe candidat 1,FEMININ
47,Lot-et-Garonne,47001,1ère circonscription,88558,62686,"70,79%",25872,"29,21%",60389,"68,19%","96,34%",1456,"1,64%","2,32%",841,"0,95%","1,34%",Voix 1,1021
47,Lot-et-Garonne,47002,2ème circonscription,76944,53343,"69,33%",23601,"30,67%",51271,"66,63%","96,12%",1195,"1,55%","2,24%",877,"1,14%","1,64%",Voix 1,13787
47,Lot-et-Garonne,47003,3ème circonscription,75786,53004,"69,94%",22782,"30,06%",51528,"67,99%","97,22%",900,"1,19%","1,70%",576,"0,76%","1,09%",Voix 1,21170
47,Lot-et-Garonne,47001,1ère circonscription,88558,62686,"70,79%",25872,"29,21%",60389,"68,19%","96,34%",1456,"1,64%","2,32%",841,"0,95%","1,34%",% Voix/inscrits 1,"1,15%"
47,Lot-et-Garonne,47002,2ème circonscription,76944,53343,"69,33%",23601,"30,67%",51271,"66,63%","96,12%",1195,"1,55%","2,24%",877,"1,14%","1,64%",% Voix/inscrits 1,"17,92%"
47,Lot-et-Garonne,47003,3ème circonscription,75786,53004,"69,94%",22782,"30,06%",51528,"67,99%","97,22%",900,"1,19%","1,70%",576,"0,76%","1,09%",% Voix/inscrits 1,"27,93%"
47,Lot-et-Garonne,47001,1ère circonscription,88558,62686,"70,79%",25872,"29,21%",60389,"68,19%","96,34%",1456,"1,64%","2,32%",841,"0,95%","1,34%",% Voix/exprimés 1,"1,69%"
47,Lot-et-Garonne,47002,2ème circonscription,76944,53343,"69,33%",23601,"30,67%",51271,"66,63%","96,12%",1195,"1,55%","2,24%",877,"1,14%","1,64%",% Voix/exprimés 1,"26,89%"
