id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
91001,Essonne  - 1re circonscription,71894,140951,136439,0.5,100,0,0,100,0,0,34.7,66,52,33,16,6,41.0,6.7,12.8,9.1,22.0,8.3,44.3,6.3,11.9,9.0,22.9,5.5,37.9,7.1,13.6,9.1,21.2,11.1,20.6,20.4,23.4,13.5,11,11.1,22.1,0.0,3.7,13.0,26.2,32.4,22.4,2.3,92.0,1.2,6.8,45.1,53.4,1.5,27.5,70.1,1.2,33.4,31.3,18.2,14.5,2.6,33.4,17.9,30.7,14.2,3.8,13.7,19.2,18.6,18.2,23.6,12.8,12.3,31.2,45.1,46.5,89.8,3.7,2.9,3,0.6,5.7,26.6,37.5,35.7,0.1,59.5,2.5,5.5,0.7,1.1,56.9,33.4,22.2,19180,22.2,30.2,23.6,19.1,4.9,10030,33380,3.3,26.7,24.2,25.5,21.8,16.1,12,81.4,19.9,4.6,9.7,-15.6,100,100,90.9,100,100,100,0,91
91002,Essonne  - 2e circonscription,91510,133690,130489,0.4,12.6,87.4,0,63.2,36.8,0,39.5,71,57,40,18,8,45.2,4.9,19.3,7.9,18.3,4.3,47.2,5.0,18.0,8.0,18.8,3.0,43.3,4.8,20.6,7.9,17.8,5.5,15.9,25.0,21.9,16.0,11.2,10,21.2,0.6,5.5,16.4,28.9,29.2,18.3,1.1,88.9,3.1,8.0,70.0,28.1,1.9,70.6,71.1,7.8,28.2,33.9,26.8,10,1.2,28.2,26.5,33.5,9.9,2.0,10.0,13.3,16.7,14.8,22.2,9.6,8.8,24.8,40.6,42.4,89.9,2.8,4.5,2.5,0.3,5.4,18.4,53.8,27.7,0.1,66.2,3.4,4.6,0.7,1.2,74.9,15.2,8.8,24580,8.8,20.1,28.7,31.7,10.6,13720,40110,2.9,15.3,11,9.8,8.3,5.5,5,81.3,25.4,7.7,4.3,-18.7,97.8,52.4,32.7,81.1,70.8,76.5,5.3,91
91003,Essonne  - 3e circonscription,98234,149214,141828,0.8,45.9,54.1,0,89.6,10.4,0,38.6,71,56,39,18,7,45.7,4.9,18.5,7.8,19.0,4.2,47.7,4.9,17.2,7.7,20.0,2.5,43.7,4.9,19.8,7.8,18.0,5.7,14.4,21.9,21.2,16.6,12.5,13.4,25.9,0.3,4.7,20.6,30.6,27.0,15.8,1.1,91.4,2.3,6.3,65.2,32.8,2.0,63.6,66.7,5.7,28.6,34.1,25.3,10.7,1.4,28.6,24.9,33.7,10.6,2.1,12.1,13.4,14.6,15.6,28.1,10.0,9.2,27.0,40.8,45.0,89.3,2.7,5.1,2.4,0.3,5.7,16.2,49.8,33.8,0.2,69.1,3.2,4.1,0.8,1.4,67.5,23,9.2,25250,9.2,18.6,26.5,33.7,12,13580,41330,3,14.7,11.9,10.6,7.4,6.2,5,82.9,24.4,7.4,4.3,-19,99.7,51.2,32.8,84.5,82.7,84,2.4,91
91004,Essonne  - 4e circonscription,98220,146888,142683,0.5,76.5,23.5,0,94.6,5.4,0,38.9,70,56,39,18,8,46.6,4.3,18.0,8.3,18.4,4.4,49.0,4.3,16.5,8.5,19.0,2.8,44.4,4.2,19.5,8.2,17.8,5.9,13.0,18.8,19.3,17.7,13.5,17.7,31.2,0.2,5.7,25.8,30.6,23.6,13.0,1.1,92.3,1.4,6.3,69.2,28.9,1.9,64.6,65.5,5.6,28.1,34.9,25.5,10.2,1.2,28.1,25.3,34.5,10.1,2.0,9.4,13.8,14.0,14.6,22.4,9.1,9.1,26.7,39.3,44.4,90.3,2.6,4.2,2.5,0.4,5.6,14.7,45.2,40,0.1,73,3,3.6,0.7,2.6,72.7,17.4,8.2,27300,8.2,15.2,23.2,36.2,17.3,14210,45790,3.2,15.1,10.4,9.3,6.6,5.5,5.2,86.1,23.5,8.1,3.4,-21.1,100,70.6,41.4,90.3,82.8,93,0,91
91005,Essonne  - 5e circonscription,68179,98881,99281,-0.1,91.8,8.2,0,100,0,0,39.6,72,58,40,19,8,43.0,4.5,19.0,12.0,17.3,4.2,44.9,4.6,16.7,13.5,18.0,2.3,41.1,4.4,21.2,10.6,16.6,6.1,10.4,11.7,14.5,13.8,14.4,35.2,49.6,0.0,4.1,40.7,24.2,20.3,9.2,1.5,91.9,1.9,6.2,59.8,38.3,1.9,45,78.4,3.3,32.2,31.7,24.7,9.9,1.5,32.2,24.5,31.4,9.8,2.1,18.0,14.8,14.3,17.5,27.3,11.7,10.4,26.8,39.4,47.8,89,2.9,2.6,4.6,0.9,7.3,21,32.1,46.7,0.2,66.9,3.5,6.7,1.8,2.3,61.8,23.8,8.9,29630,8.9,14.9,17.3,31.2,27.6,13670,56260,4.1,17.5,13.6,9.9,8,5.6,5,84.9,26.3,10.8,3,-25,100,87.1,87.1,99.3,99.3,96,0,91
91006,Essonne  - 6e circonscription,82748,136176,126495,1.2,100,0,0,100,0,0,37.1,69,54,35,19,7,47.3,5.2,15.5,9.2,18.7,4.2,49.9,5.0,13.9,9.6,19.0,2.5,44.7,5.4,17.0,8.7,18.3,5.8,13.3,14.3,17.5,14.8,13.7,26.4,40.1,0.0,3.5,31.5,26.8,24.2,12.5,1.4,92.2,2.2,5.6,50.9,47.6,1.5,27.1,64.9,3.2,36.7,28.8,21.6,10.9,2,36.7,21.3,28.6,10.8,2.6,22.7,20.3,18.3,18.7,24.3,16.7,13.3,31.5,42.0,60.5,88.8,3,2.9,4.5,0.8,7.3,19.4,27.5,52.9,0.1,71.9,3.2,6.2,1.4,2.3,53.9,33,12,25090,12,19.7,22.2,31.1,15,12270,43810,3.6,15.1,12.6,14.5,11.7,9.2,5.9,88.3,21,6.8,4.4,-20.5,100,94.7,80.1,100,100,100,0,91
91007,Essonne  - 7e circonscription,73017,128380,121267,1.0,100,0,0,100,0,0,37.9,70,56,37,18,6,44.4,5.7,16.8,7.7,19.5,5.8,47.2,5.4,15.6,7.7,20.5,3.5,41.8,6.0,17.9,7.7,18.6,8.0,19.0,18.7,21.1,14.2,12.1,14.9,27.0,0.0,4.5,18.8,27.0,30.4,17.7,1.7,91.7,1.1,7.2,51.7,46.4,1.9,38.8,74,4.5,34.9,30.3,21.2,11.6,1.9,34.9,20.8,29.9,11.5,2.8,14.1,18.9,18.6,20.3,28.7,12.6,13.2,30.2,46.9,57.7,90.7,2.6,2.9,3.3,0.5,5.7,16.8,28.6,54.6,0.1,77,2.7,3.6,0.8,2.3,52.2,38.4,15.4,22640,15.4,23.6,23.8,27.2,10,11300,39510,3.5,21.5,19.1,17.8,14,10,6.6,83.3,22.6,6.7,5.8,-18.4,100,100,94.1,100,100,100,0,91
91008,Essonne  - 8e circonscription,75803,119171,118692,0.1,100,0,0,100,0,0,38.5,71,56,38,18,7,43.5,5.4,18.2,8.6,19.5,4.8,45.6,5.5,16.4,8.9,20.5,3.1,41.7,5.3,19.9,8.3,18.6,6.4,15.7,19.4,19.9,15.1,13.2,16.7,29.9,0.0,4.4,23.3,27.9,28.1,15.0,1.4,93.5,0.8,5.7,61.7,36.8,1.5,47.9,77.2,4.8,29.9,32.7,22.8,13.1,1.5,29.9,22.5,32.2,12.9,2.6,8.7,13.9,14.6,18.2,29.4,8.0,9.7,30.4,46.1,50.4,91.1,3,2.3,3.2,0.4,4.8,16.6,20.1,63.2,0.1,77.1,2.6,4.3,0.9,2.3,47.2,42.7,12.6,24250,12.6,21.1,23.8,29.8,12.8,12220,41990,3.4,18.8,17.1,14.8,11.4,7.7,5.6,81.9,26,7.4,4.9,-20.3,100,100,65.8,100,100,100,0,91
91009,Essonne  - 9e circonscription,78393,130028,122520,1.0,94.5,5.5,0,99.6,0.4,0,37.9,71,56,37,17,6,42.6,5.8,17.6,8.5,20.4,5.0,44.8,5.8,16.1,8.8,21.8,2.7,40.5,5.9,19.1,8.3,19.1,7.2,16.0,19.9,22.1,15.6,13,13.4,26.4,0.0,4.7,19.7,29.3,29.3,15.2,1.7,93.2,0.9,5.9,60.9,37.5,1.6,46.4,70.9,3.7,29.9,33.4,22,13.1,1.6,29.9,21.7,33.1,13.0,2.4,8.2,14.5,16.7,17.2,25.1,7.0,10.5,30.4,45.4,45.4,90.5,2.8,3.3,3.1,0.4,6,16.8,35.9,47.1,0.1,78.1,2.6,4.2,0.9,1.8,61.9,28.6,13.9,23560,13.9,22.1,23.8,28.1,12,11780,41550,3.5,20.3,17.6,16.8,13.2,8.1,5,82.3,24.2,7.5,5.4,-19.5,100,80.6,64.2,99.6,87.6,99.6,0.4,91
91010,Essonne  - 10e circonscription,61502,118280,114237,0.6,100,0,0,100,0,0,36.2,68,53,35,17,6,38.7,6.6,14.5,7.7,21.0,11.5,39.9,6.1,12.7,7.7,21.0,12.7,37.4,7.1,16.4,7.7,21.0,10.4,21.0,21.7,22.0,14.1,10.6,10.5,21.1,,4.1,14.4,25.8,32.3,21.0,2.4,92.3,1.1,6.6,51.1,47.4,1.5,36.8,76.5,5.6,30.7,33,20.4,13.8,2.1,30.7,20.0,32.3,13.5,3.4,5.9,14.7,17.0,19.1,23.6,8.5,10.4,31.3,45.1,54.6,86.8,7.5,3.3,2.2,0.3,4.9,19.9,40,40.1,0,73.7,2.4,4.5,1.1,1.8,57.5,32.7,22.2,20200,22.2,26.1,22.2,22.2,7.3,9870,36420,3.7,26.5,25.9,28,21.3,13.8,8.2,80.4,22.7,5.9,8.3,-17.3,100,88.3,64.5,100,100,100,0,91
