id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
76001,Seine-Maritime  - 1re circonscription,65926,117383,117721,0.0,100,0,0,100,0,0,37.5,71,55,32,20,11,39.6,8.2,17.5,16.2,12.6,6.0,41.8,9.3,14.4,15.5,13.3,5.7,37.5,7.3,20.3,16.7,12.0,6.3,11.6,13.3,19.1,13.4,16.8,25.8,42.6,0.1,4.4,26.8,26.7,25.4,13.5,3.0,87.5,2.5,10.0,31.5,66.3,2.1,19.3,76.5,1.7,57.3,12.6,18.2,8.1,3.7,57.3,18.2,12.6,8.1,3.8,44.6,32.8,28.3,24.6,30.2,47.6,24.4,45.9,56.4,58.2,79.7,8.1,5.4,5.9,1,11.3,45.7,42.8,11.3,0.2,42.3,2.9,15.5,3.3,1.4,50.6,26.3,19.9,21860,19.9,22.5,21.3,22.8,13.6,9890,44380,4.5,30.5,22.9,22,18.5,13,8.4,77.2,26.2,9.7,7.3,-20.3,100,100,83.6,100,100,100,0,76
76002,Seine-Maritime  - 2e circonscription,95016,126368,120799,0.8,46.1,53.7,0.1,60.9,35.1,4,42.0,74,61,43,20,8,41.8,4.8,24.6,7.8,17.1,4.0,43.6,4.9,22.6,8.0,18.4,2.5,40.1,4.7,26.5,7.5,15.9,5.4,12.2,23.5,19.5,16.5,12.8,15.5,28.3,1.0,5.6,20.3,27.8,26.1,17.9,1.3,91.5,2.0,6.4,67.4,31.5,1.1,73.9,68.1,10.4,29.2,29.4,31.1,9.1,1.2,29.2,31.0,29.4,9.0,1.4,11.1,12.2,12.9,14.7,26.0,10.4,10.0,25.1,44.0,48.9,89.8,2.2,6.1,1.8,0.1,5.5,15.7,70.8,13.4,0.1,65.7,3.6,3.5,1.2,1.3,82.2,8.2,8.7,24560,8.7,20.6,27.7,29.6,13.4,13730,43030,3.1,15.9,10.7,9.7,8.6,5.8,5.1,75.4,29.7,9.7,4.1,-18.9,96.6,51.4,25.2,71.9,63.2,71.2,11.6,76
76003,Seine-Maritime  - 3e circonscription,69701,116610,113894,0.4,89.5,10.5,0,100,0,0,38.6,72,57,37,19,7,37.2,8.7,20.0,8.3,18.6,7.3,39.3,9.4,17.7,8.7,20.1,4.8,35.1,8.0,22.1,8.0,17.3,9.6,18.6,25.4,21.1,13.8,11,10.2,21.2,0.0,3.8,11.6,25.7,32.5,23.0,3.4,90.3,1.2,8.5,41.9,56.9,1.2,44.5,73.2,2.4,41.4,23.1,21.2,12.3,2,41.4,21.0,23.0,12.2,2.4,22.5,22.6,23.0,21.3,32.3,19.2,16.3,38.4,52.1,58.3,87.3,4.7,5.2,2.3,0.5,5.2,31.6,57.8,10.6,0,34.5,2.8,7.8,2.4,1.1,65.8,20.1,22,19030,22,31.2,26,17.4,3.3,10190,31370,3.1,30.4,25.4,26.6,21.7,15,9.7,69.6,28.8,4.4,10.9,-13.7,100,100,89.5,100,100,100,0,76
76004,Seine-Maritime  - 4e circonscription,86788,129021,131252,-0.3,39.2,60.8,0,95.3,4.7,0,40.7,74,60,41,19,7,36.2,8.5,23.6,6.8,17.7,7.2,39.1,9.1,21.4,6.9,19.0,4.5,33.7,7.9,25.7,6.7,16.5,9.6,20.2,30.3,22.6,13.5,7.8,5.6,13.4,0.1,3.3,7.8,24.1,32.3,29.9,2.6,91.2,0.6,8.1,39.9,59.2,0.8,43.6,80.7,5.1,38.5,23.6,24,12.4,1.6,38.5,23.9,23.4,12.3,1.9,14.3,22.1,20.4,17.9,33.3,12.4,14.7,34.7,54.2,63.2,88.8,4,5.1,1.9,0.2,5,20.8,66,13.2,0.1,57.7,2.7,5.2,1.3,1.3,77.5,12,19.2,19780,19.2,30.5,28.6,18,3.6,10740,31600,2.9,28.4,24.6,23.4,18.9,11.9,7.7,66.3,32.9,4.4,9.7,-13.3,100,90.4,59.2,95.8,80.7,92.4,1.4,76
76005,Seine-Maritime  - 5e circonscription,94939,126752,124108,0.4,12.5,77,10.5,51,36.7,12.3,41.1,72,60,42,20,8,41.3,5.4,23.8,6.6,17.6,5.3,44.0,5.3,22.7,6.4,18.4,3.2,38.7,5.6,24.8,6.7,16.9,7.3,15.3,31.0,22.4,15.0,9.2,7.2,16.4,1.0,4.7,10.8,26.2,28.6,27.6,1.1,93.1,1.3,5.6,64.4,34.6,1.0,77.6,74.2,14.1,28.7,30.4,31.2,8.5,1.2,28.7,31.0,30.4,8.4,1.4,10.4,13.5,14.5,14.6,29.0,8.2,8.4,25.8,43.1,60.4,90.7,2.5,5.8,0.8,0.1,4.2,18.5,76.6,4.8,0.1,56.2,3.7,3.3,0.6,1.1,86.5,4.9,10.4,22270,10.4,26.4,31.1,25.6,6.6,13030,35880,2.8,18.9,12.2,12.1,9.6,6.5,6.4,73.8,29.8,6.3,5.5,-15.4,95.4,43.3,16.6,71.9,57.4,67.6,10,76
76006,Seine-Maritime  - 6e circonscription,109737,139488,144221,-0.6,36.7,48,15.3,32,28.8,39.2,44.1,76,64,46,23,9,37.5,6.3,28.7,5.9,15.3,6.4,40.8,6.4,26.6,5.9,16.5,3.8,34.4,6.3,30.6,5.9,14.1,8.7,19.7,34.0,21.3,12.1,7.2,5.7,12.9,2.6,6.5,7.7,21.0,28.8,31.8,1.7,79.9,10.6,9.6,60.4,38.0,1.6,73.2,75.8,13.8,35.2,23.9,31.1,8.7,1.2,35.2,30.9,23.9,8.6,1.4,12.5,17.2,18.6,19.3,32.8,10.8,11.6,29.0,46.8,58.6,90.5,3.2,4.4,1.9,0.1,3.1,30.9,56.6,12.5,0.1,24.2,5.8,6.8,1,1.4,81.9,3,14.9,20360,14.9,31.7,29.4,18.6,5.4,11680,33390,2.9,24.6,19.4,17.7,14.4,9.6,9.7,63.6,35.3,8.4,7,-14.4,93.4,44.9,39.3,62.6,52.4,61.7,18.9,76
76007,Seine-Maritime  - 7e circonscription,86454,121694,123976,-0.3,71.3,28.7,0,95.6,4.4,0,42.8,75,63,44,21,8,37.8,6.5,26.1,7.6,15.9,5.9,40.3,6.9,24.2,7.9,17.6,3.1,35.6,6.2,27.9,7.4,14.4,8.4,13.3,25.9,20.3,15.3,12,13.2,25.2,0.3,4.5,16.0,27.8,28.9,20.5,2.0,89.5,2.0,8.6,54.9,43.9,1.2,45,82.7,3.9,39.1,22.9,27.1,9.8,1.2,39.1,27.0,22.8,9.7,1.4,20.8,20.3,17.7,20.5,27.4,20.4,13.8,32.6,51.1,61.2,89.4,5.6,3.3,1.4,0.3,3.1,52.7,43.9,3.2,0.2,22.1,3.2,7,2.2,1.5,74.8,11.2,12.5,22930,12.5,23.6,27,26.3,10.5,12220,40110,3.3,25.6,17.1,13.9,11.1,7.6,6.1,71.2,32.3,8.8,5.7,-18.1,99.6,86.2,84.1,93.3,93.3,94.3,3.2,76
76008,Seine-Maritime  - 8e circonscription,65385,109030,110743,-0.3,97.7,2.3,0,100,0,0,38.3,72,57,36,18,7,33.4,10.4,19.9,8.6,18.9,8.9,36.1,10.9,17.8,9.0,20.5,5.7,30.8,10.0,21.8,8.2,17.4,11.8,21.5,31.8,20.1,11.5,8,7.1,15.1,0.0,2.9,8.3,21.6,33.6,29.6,3.9,88.2,1.8,10.0,34.1,64.8,1.1,30,82.6,2.1,42.2,21.8,20.6,13.7,1.7,42.2,20.6,21.7,13.6,2.0,23.1,26.0,22.0,19.9,34.0,19.5,15.1,37.5,57.7,66.0,87.7,7.4,2.6,1.8,0.5,3.9,64,32.5,3.4,0.1,21.3,3,9.3,2.1,1.8,67.1,16.6,24.9,18190,24.9,32.5,24.2,15,3.3,9860,30760,3.1,36.4,31.9,28.5,23,15.4,10.5,67.3,28.8,4.1,13,-13.2,100,97.7,81.7,100,97.7,100,0,76
76009,Seine-Maritime  - 9e circonscription,95403,126592,126492,0.0,14.4,77.5,8.1,30.1,49.4,20.5,40.9,73,60,42,19,8,40.6,5.2,23.7,6.7,17.9,5.8,43.8,4.8,22.6,6.6,18.6,3.5,37.7,5.6,24.7,6.8,17.3,8.0,14.9,33.3,22.2,14.9,8.6,6.1,14.7,1.6,5.0,8.9,26.1,29.8,27.5,1.1,86.8,6.5,6.8,68.8,30.0,1.1,81.2,73.4,15,27.9,31.9,31.5,7.9,0.9,27.9,31.4,31.8,7.8,1.1,9.5,12.7,13.8,18.1,24.3,6.7,7.8,24.6,46.4,53.8,90,3.1,6,0.8,0.1,3.7,20.3,76.5,3.1,0.1,49.8,4.4,4.5,0.6,1.1,85.8,3.6,9.9,22200,9.9,27.2,31.5,24.8,6.5,13180,35650,2.7,17.3,11.4,11,9.5,6.5,7.7,73.3,28.9,7.4,5.6,-15.2,95.1,37.6,28.9,48.7,38.5,48,12.4,76
76010,Seine-Maritime  - 10e circonscription,109955,142695,141403,0.2,15.3,68,16.7,17,48.5,34.6,41.2,73,60,42,19,8,42.2,4.8,23.8,6.3,17.8,5.1,45.3,4.6,22.5,6.0,18.4,3.1,39.3,5.0,25.1,6.5,17.1,7.0,16.6,31.6,21.5,14.7,8.6,6.9,15.5,2.1,6.5,9.9,24.2,28.1,28.2,0.9,85.2,8.2,6.6,68.7,29.9,1.4,86.8,69.1,17,27.5,31.8,32,7.5,1.1,27.5,31.9,31.8,7.5,1.3,9.0,11.8,15.6,17.5,27.1,5.4,7.6,24.8,46.0,53.2,91.3,1.8,5.9,0.9,0,3.6,18.4,77.6,3.8,0.1,52.3,4.8,3.9,0.7,1.2,85.4,4,9.8,21840,9.8,28.7,31.6,23.1,6.7,13220,35600,2.7,13.8,10.7,10.7,9.6,7.5,8.9,73.2,28.7,8,5.2,-15.2,85.5,27.7,12,42.8,31,39.9,15.5,76
