id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
92001,Hauts-de-Seine  - 1re circonscription,65200,127589,122723,0.7,100,0,0,100,0,0,36.3,68,53,35,16,6,39.5,8.4,14.1,9.2,20.9,8.0,41.6,8.7,13.5,9.2,22.0,5.1,37.6,8.1,14.6,9.3,19.8,10.6,22.6,19.6,20.0,11.8,10.6,15.4,26.0,0.0,4.5,17.0,23.2,34.1,18.6,2.6,93.4,1.3,5.3,27.6,70.7,1.7,13,75,0.8,34.6,31.8,15.5,15.5,2.7,34.6,15.0,31.4,15.2,3.8,10.7,18.4,21.4,25.2,30.2,9.2,12.8,34.0,49.5,51.2,92.5,3.1,1.5,2.5,0.4,4.2,24.8,32.7,42.3,0.2,70.4,2.6,8.5,2.5,3.1,31.4,51.8,24.5,18510,24.5,30.8,21.2,17,6.5,9720,35130,3.6,24.5,23.5,28.1,26,20.8,19.2,83.3,18.2,4.3,10,-15.7,100,100,100,100,100,100,0,92
92002,Hauts-de-Seine  - 2e circonscription,69068,118715,116559,0.3,100,0,0,100,0,0,36.8,68,52,36,19,6,48.6,5.6,13.5,8.4,19.0,4.9,50.5,5.6,11.6,8.9,20.1,3.2,47.0,5.6,15.2,7.9,17.9,6.4,11.5,10.6,14.4,12.1,15.8,35.5,51.3,0.0,5.4,38.9,24.3,21.2,8.9,1.3,88.1,2.6,9.2,47.2,50.8,2.0,16.1,80.8,1.1,39.3,28.6,18.9,10.5,2.8,39.3,18.6,28.4,10.3,3.3,20.3,19.7,20.2,23.5,25.2,20.6,17.4,36.2,53.4,57.5,89.2,3.2,2.4,4.6,0.7,7.2,16.4,34.5,48.9,0.2,81.4,2.7,7,4.3,5.2,25.7,55.2,13.4,27970,13.4,16.4,16.3,26.4,27.5,11770,57490,4.9,13.8,11,14.5,14.8,13.6,11.5,97.5,14.9,9.1,3.4,-24.8,100,100,100,100,100,100,0,92
92003,Hauts-de-Seine  - 3e circonscription,82192,127066,125906,0.2,100,0,0,100,0,0,38.2,70,54,37,21,7,50.4,4.7,15.1,9.2,17.1,3.5,52.7,4.6,12.4,9.8,18.5,2.0,48.3,4.8,17.5,8.7,15.9,4.8,8.0,8.6,13.5,12.4,16.2,41.2,57.4,0.0,4.8,45.4,24.6,18.3,6.0,0.9,85.7,6.2,8.1,47.2,50.7,2.1,8.6,69.6,0.7,42.3,25.9,19.9,9.9,2.1,42.3,19.8,25.8,9.8,2.4,26.0,21.9,22.0,24.2,28.3,22.6,18.9,40.8,53.6,55.9,88.9,3.2,2.8,4.2,0.9,7.4,18.5,36.1,45.1,0.3,76.6,2.7,11.6,3.3,4.8,25.3,52.2,9,31790,9,12.6,15.3,29.3,33.9,13740,60760,4.4,13.5,7.4,9,9.9,8.7,7.2,96.9,16.8,9.7,2.2,-25.6,100,100,100,100,100,100,0,92
92004,Hauts-de-Seine  - 4e circonscription,80000,145588,140293,0.6,100,0,0,100,0,0,35.9,67,52,34,18,6,46.0,6.9,12.5,8.8,19.5,6.3,47.9,7.1,11.1,8.5,20.5,4.9,44.2,6.7,13.8,9.1,18.6,7.6,15.2,13.8,16.2,11.5,13.2,30.2,43.4,0.0,4.5,32.1,22.5,27.5,11.4,1.9,93.2,2.0,4.8,30.3,67.0,2.7,13.2,71.6,0.7,37.6,28.9,17.2,13.4,2.9,37.6,17.0,28.6,13.3,3.6,16.4,20.0,22.3,20.4,25.7,14.9,15.1,35.9,50.6,57.6,89.3,4.2,2.1,3.7,0.7,6.3,28.2,32.7,38.8,0.2,68.5,2.8,9.4,3.2,4,31.5,49.1,16.8,23400,16.8,22.3,18.7,22.5,19.8,10870,50670,4.7,16.7,14.8,18.8,17.3,16.3,15.3,93.8,15.4,7.4,5.4,-22.1,100,100,100,100,100,100,0,92
92005,Hauts-de-Seine  - 5e circonscription,75230,129171,124519,0.6,100,0,0,100,0,0,37.0,68,53,35,20,7,49.5,6.1,13.7,8.2,17.8,4.7,51.5,6.1,12.2,8.3,19.0,2.9,47.7,6.2,15.0,8.1,16.7,6.3,12.4,9.5,14.1,11.3,15,37.7,52.7,0.0,5.0,38.8,24.3,22.1,8.4,1.4,89.5,3.3,7.2,33.9,63.7,2.4,1,69.6,0,43.2,24.3,18.4,10.9,3.2,43.2,18.3,24.2,10.8,3.6,25.7,22.2,25.9,24.1,32.9,26.0,19.9,40.9,55.4,59.2,89,3.4,1.3,5.3,0.8,7.3,22.3,25.1,52.2,0.3,74.4,2.8,14.5,3.5,5.4,21.3,52.4,15.2,26280,15.2,18.1,16.7,23.9,26.1,11040,58850,5.3,14.7,10.9,16,17.8,17.4,15.4,95.6,15.5,10.6,3.6,-25.2,100,100,100,100,100,100,0,92
92006,Hauts-de-Seine  - 6e circonscription,75664,117731,122913,-0.7,100,0,0,100,0,0,40.1,73,58,39,21,8,47.8,5.1,16.4,9.1,16.3,5.3,51.4,4.7,14.7,9.4,17.5,2.3,44.6,5.4,17.9,8.9,15.3,8.0,9.2,7.5,11.7,9.5,14.7,47.4,62.1,0.1,7.8,47.8,20.3,18.0,5.1,1.0,83.0,8.1,8.9,43.1,52.9,4.1,2.4,85.4,0.1,42.9,24.6,21.3,9,2.2,42.9,21.2,24.5,9.0,2.5,23.3,20.8,21.6,21.5,37.1,23.9,18.3,37.7,54.8,68.5,87.9,4.1,1.8,4.5,1.7,7.6,23.6,28.5,47.3,0.6,67.2,4.2,13.3,2.4,4.9,27.2,48,9.8,35230,9.8,11.1,13,22.6,43.5,13330,90080,6.8,15.7,8.2,9.3,11,10.1,6.7,85.7,17.4,28.6,1.4,-33.2,100,100,100,100,100,100,0,92
92007,Hauts-de-Seine  - 7e circonscription,87577,126124,126640,-0.1,100,0,0,100,0,0,39.7,73,57,40,19,7,46.1,4.6,17.2,9.8,18.2,4.1,48.2,4.5,14.9,10.5,20.0,1.9,44.2,4.7,19.2,9.3,16.5,6.1,8.6,9.3,12.8,12.3,15.5,41.6,57.1,0.0,5.7,45.4,23.7,18.4,5.9,0.9,90.8,2.4,6.8,53.4,44.5,2.1,21.1,78.3,2.1,35.6,30.8,21.4,10.8,1.5,35.6,21.2,30.6,10.7,1.9,14.9,16.3,18.2,19.7,27.3,13.5,14.1,33.9,50.5,53.9,90,3.5,2.2,3.2,1,6.1,23.1,35.7,40.9,0.3,73.8,3.2,7.4,2.4,5.6,43.6,37.8,7.2,33450,7.2,12.1,15.1,27.2,38.4,15000,70640,4.7,13.9,8.7,7.5,6.8,5.4,5,92.2,20,15.3,1.9,-29.4,100,100,85.9,100,100,100,0,92
92008,Hauts-de-Seine  - 8e circonscription,67791,102217,101830,0.1,100,0,0,100,0,0,40.4,73,58,41,19,8,45.9,4.8,18.1,9.4,17.7,4.2,48.1,4.8,16.0,10.0,19.1,2.1,43.9,4.7,20.0,8.7,16.5,6.1,10.3,10.0,13.3,12.2,15.3,38.8,54.1,0.0,5.4,43.0,23.4,20.3,6.8,1.0,92.1,2.1,5.8,55.5,41.9,2.6,19.1,85.7,1.6,35.6,30,22.3,10.4,1.7,35.6,22.1,30.0,10.3,2.1,15.5,17.1,18.3,18.6,28.0,13.2,13.7,31.7,45.5,52.1,89.8,3.3,2.5,3.6,0.8,6.3,17.6,34.7,47.3,0.4,78.6,3.7,6.2,1.8,5.5,40.6,42.2,8.2,32000,8.2,13.2,15.6,27.5,35.6,14170,68660,4.8,16.7,9.5,8.7,7.7,7,5,89.9,22.3,14.3,2.1,-28.5,100,98.2,87.4,98.2,98.2,98.2,0,92
92009,Hauts-de-Seine  - 9e circonscription,63115,104090,103815,0.0,100,0,0,100,0,0,40.0,73,57,38,23,8,50.8,4.9,16.6,8.4,15.2,4.1,53.6,4.8,14.4,8.6,16.4,2.1,48.4,5.0,18.6,8.2,14.1,5.8,7.0,5.1,11.1,10.3,16.8,49.6,66.4,0.0,6.6,51.0,22.2,15.2,4.2,0.8,87.9,5.7,6.4,46.1,50.0,3.9,2.7,77.8,0.1,46.6,21.7,21.1,8.1,2.4,46.6,21.0,21.7,8.1,2.6,28.0,23.3,24.6,23.7,30.2,29.8,22.5,42.5,56.1,63.0,86.9,4.3,1.4,6,1.3,8.7,27.3,21,51.3,0.4,72.7,3.8,13.2,3.3,6.7,28.2,44.8,8.3,35280,8.3,10.4,13,25.9,42.4,14370,75650,5.3,12.9,7.1,8.5,8.9,8.2,5.7,89.3,19.6,19.5,1.4,-29.8,100,100,100,100,100,100,0,92
92010,Hauts-de-Seine  - 10e circonscription,79139,122837,114900,1.1,100,0,0,100,0,0,38.2,70,54,37,21,7,50.3,4.9,15.2,8.8,17.0,4.0,52.2,4.8,13.4,9.1,18.0,2.5,48.5,4.9,16.8,8.4,16.1,5.3,8.7,8.3,13.2,11.5,16.3,42.1,58.4,0.0,4.2,46.1,24.1,19.2,5.6,0.8,88.6,5.6,5.8,39.7,57.4,2.9,7.1,65.2,0.5,41.7,26.4,20.6,9.2,2.2,41.7,20.5,26.2,9.1,2.6,24.5,20.8,21.6,22.3,27.3,23.7,19.1,38.3,49.9,52.3,88.6,3.5,1.9,5.1,0.9,7.1,20.1,27.4,52.1,0.3,71.2,3,11.5,3.7,5,25.7,51.1,9,30650,9,13.9,16.2,29,31.9,13750,59660,4.3,13.2,7.4,9,9.8,8.5,8.7,97,16.4,9.6,2.5,-25.4,100,100,100,100,100,100,0,92
