id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
62001,Pas-de-Calais  - 1e circonscription,104900,136366,136980,-0.1,7.9,73.8,18.3,20,47.2,32.8,41.0,72,60,42,19,8,41.0,5.2,22.9,6.8,17.8,6.3,44.6,5.1,21.5,6.7,18.4,3.7,37.4,5.3,24.3,7.0,17.1,8.9,14.2,30.7,23.9,15.6,9.6,6,15.6,2.8,5.0,9.8,23.7,27.6,29.7,1.3,89.9,2.2,7.9,76.1,22.4,1.5,94,77.4,23.9,26.7,32.9,30.8,8.3,1.2,26.7,30.5,32.8,8.2,1.7,7.5,10.8,15.8,19.4,26.7,5.0,7.0,23.1,41.9,51.5,91.3,2.2,4.6,1.8,0.1,3.8,18.2,58.2,23.4,0.2,56.7,5.2,4.3,1,0.8,85.8,2.9,12.6,21090,12.6,30,30.7,20.8,5.8,12320,34340,2.8,18.8,14,13.9,12.4,8.5,12.2,72.7,27.9,8.1,5.9,-14.7,88.1,23.4,8.3,45.1,31,40.7,31.5,62
62002,Pas-de-Calais  - 2e circonscription,86900,117433,115117,0.3,56.8,43.2,0,88.6,11.4,0,40.8,72,60,41,20,8,40.3,6.5,22.6,8.0,16.5,6.1,42.8,7.1,20.3,8.2,17.6,4.0,38.0,6.0,24.6,7.8,15.6,8.1,12.5,22.3,21.6,16.5,14.4,12.7,27.1,0.5,4.9,16.1,29.1,28.5,19.2,1.8,91.8,1.1,7.0,56.0,42.8,1.2,64.7,72.4,5.8,37.2,24.2,26.5,10.7,1.4,37.2,26.4,24.1,10.6,1.7,19.1,19.0,18.6,18.2,36.8,20.7,13.3,31.4,50.0,49.6,88,3.6,5.9,2.2,0.2,5.2,26,57.9,15.9,0.1,40.1,3,7.1,1.7,0.8,78.2,9.3,14.4,22080,14.4,25.4,26.9,24.3,9.1,11660,38370,3.3,27.9,18.8,15.8,12.9,8.1,8.4,73.8,29.3,7.9,6.5,-17.5,99.1,53.6,36.8,89.5,76.6,84.5,2.2,62
62003,Pas-de-Calais  - 3e circonscription,83138,117997,118177,0.0,86.1,13.9,0,100,0,0,39.4,72,59,38,18,7,32.0,9.5,20.5,7.3,18.5,12.2,37.1,11.0,18.5,7.5,19.8,6.1,27.4,8.1,22.2,7.1,17.4,17.8,20.7,31.5,24.2,12.1,7,4.5,11.5,0.1,3.8,5.7,20.6,32.4,33.7,3.7,90.1,0.3,9.6,40.0,56.8,3.2,77.2,79.8,3.6,35.1,27.8,22.7,12.6,1.7,35.1,22.5,27.5,12.5,2.4,9.5,17.4,19.3,20.4,33.4,8.4,11.0,33.2,55.5,64.5,89.9,4.2,4.5,1.3,0.1,4.1,22.4,54,23.1,0.4,60.4,2.6,5.6,1.4,1.5,82.5,6.4,26.4,17200,26.4,37,23.2,11.2,2.2,9890,28130,2.8,37.6,32.4,29.7,25.5,17.6,15.1,65,29.5,3.8,13.5,-11.8,100,87.3,49.9,100,98.3,98.3,0,62
62004,Pas-de-Calais  - 4e circonscription,89785,111299,112709,-0.2,39.4,40.1,20.5,44.6,1.9,53.6,43.5,75,64,45,22,9,37.0,6.0,28.1,6.3,15.8,6.7,40.7,6.2,26.0,6.4,16.7,4.1,33.6,5.8,30.1,6.3,15.0,9.2,16.4,30.8,23.4,14.4,8.8,6.2,15.0,2.6,7.3,7.8,21.9,32.8,25.6,1.9,58.7,35.0,6.3,65.7,32.5,1.8,82.9,71.7,13.3,32.9,26,31,8.6,1.4,32.9,30.8,25.9,8.6,1.7,9.5,14.9,15.9,18.2,29.0,10.4,10.5,27.2,47.0,58.4,90.3,2.9,5.3,1.5,0.1,2.9,30.2,63,6.6,0.2,19.9,6.4,5.8,1.8,1.2,82.8,2.1,15.4,20270,15.4,32,28,18.1,6.5,11660,34670,3,24.1,18.7,18.9,15.3,9.9,11.2,62.2,36.2,10.9,6.5,-15.8,89.1,35.5,32,59.2,53,59.5,24.3,62
62005,Pas-de-Calais  - 5e circonscription,90480,119844,124119,-0.6,61.9,38.1,0,86.7,13.3,0,41.1,73,61,42,20,8,35.7,8.4,23.4,7.3,17.0,8.2,40.0,8.8,21.0,7.6,17.9,4.7,31.9,8.0,25.6,6.9,16.1,11.4,20.4,28.1,21.5,12.8,9.1,7.9,17.0,0.5,5.1,9.7,21.4,31.9,28.4,2.9,81.4,10.1,8.5,49.9,48.9,1.2,59.3,80.6,4.1,35.6,25.6,25.6,11.5,1.7,35.6,25.5,25.5,11.4,2.1,14.2,17.9,17.9,17.1,32.0,11.9,11.8,32.8,53.6,60.1,88.9,4.9,4.9,1.1,0.2,2.7,32.2,63.2,4.4,0.2,19.9,3.3,9.1,0.7,1.2,80.7,5,19.4,19160,19.4,33.5,25.5,15.8,5.8,10900,33250,3.1,34.7,25.8,21.5,17.7,11.8,10.4,66.3,31.8,8.2,9.2,-15.5,99.4,73.4,65.8,93.8,89.5,91.8,1.2,62
62006,Pas-de-Calais  - 6e circonscription,93543,123123,121482,0.2,2.1,91,6.9,26.8,62.7,10.5,39.5,71,58,40,17,7,40.1,5.7,20.9,7.2,19.4,6.7,44.5,5.3,19.8,7.0,20.2,3.0,35.8,6.1,22.0,7.4,18.5,10.3,14.6,30.5,24.4,15.4,9.6,5.5,15.1,2.9,5.6,7.9,22.1,29.9,30.0,1.6,86.1,7.4,6.5,73.3,25.0,1.7,95.6,66.4,18.1,24.1,36,29.7,9,1.3,24.1,29.5,35.8,8.9,1.7,4.9,10.1,13.6,15.3,28.8,3.7,5.7,22.5,41.0,57.1,91.3,1.9,5.8,0.9,0.1,4.1,18.7,72,9,0.3,63.8,5.9,3.4,0.5,0.8,87.4,1.9,14.7,20190,14.7,32.9,29,18.7,4.7,11970,32700,2.7,20.1,17.1,15.9,13.1,10.8,14.7,72.7,26.4,8.1,6.9,-14.1,94.4,23.5,11.6,43.2,31.9,39.8,26.6,62
62007,Pas-de-Calais  - 7e circonscription,93900,128383,126936,0.2,56.7,43.3,0,75,25,0,38.7,70,57,38,18,7,34.1,8.7,20.3,7.2,18.0,11.6,37.3,9.0,18.0,7.4,18.2,10.2,30.9,8.5,22.7,7.1,17.9,12.9,17.3,29.1,23.6,14.6,9.3,6.2,15.5,0.6,4.4,8.3,22.8,33.4,26.9,3.7,88.8,2.7,8.5,55.2,43.3,1.5,69.4,74.9,5.2,34.1,27.7,25.4,11.7,1.1,34.1,25.2,27.6,11.6,1.5,12.3,17.2,17.3,20.1,38.2,10.3,11.0,31.2,55.1,62.2,86.3,9,3.2,1.4,0.1,2.6,41,38.7,20,0.3,29.1,3.5,5.6,1.8,1.2,82.1,5.8,20.5,19250,20.5,31.9,26.2,17.2,4.3,10530,31870,3,34,25.4,22.3,19.5,12.1,9.7,69.7,28.5,6.3,9.9,-14.4,99.8,81.4,60.9,91.4,84,87.9,0.8,62
62008,Pas-de-Calais  - 8e circonscription,92056,123367,124527,-0.2,59.7,39.4,0.9,71.2,24.6,4.3,40.6,72,60,41,19,8,36.4,7.2,22.7,7.2,17.6,8.9,40.7,7.2,21.0,7.3,18.4,5.5,32.4,7.2,24.4,7.1,16.9,12.1,16.0,31.5,22.5,15.0,9.1,5.9,15.0,0.9,5.0,8.0,21.8,29.9,31.7,2.8,90.1,1.5,8.3,62.3,36.3,1.4,82,76.4,12,30.9,28.7,28.4,10.8,1.2,30.9,28.2,28.5,10.8,1.6,9.8,14.9,16.7,17.8,30.5,8.1,9.8,26.9,47.6,55.7,89.5,3.6,5.4,1.4,0.1,3.6,23,62.9,13.9,0.2,37.4,4.1,5,1.7,1.3,84.7,3.3,18.1,19430,18.1,33.6,27.8,16.2,4.3,11200,31710,2.8,31.4,23,20,16.6,11.2,11,68,30,7.4,8.6,-14,98.9,56.4,36.9,82.5,59.6,79.6,2.4,62
62009,Pas-de-Calais  - 9e circonscription,79991,105043,104901,0.0,43.2,52.3,4.5,80.4,12.2,7.4,40.5,71,59,41,19,8,39.3,6.2,22.2,8.0,17.3,7.0,42.8,6.3,20.4,8.5,18.1,4.0,35.9,6.1,23.9,7.6,16.6,9.9,13.6,25.4,23.4,17.2,11.1,9.3,20.4,0.6,5.1,12.4,26.8,29.4,23.6,2.1,90.5,0.7,8.7,64.7,34.1,1.2,82.5,73.3,8.6,30.8,29.1,28.3,10.4,1.4,30.8,28.2,29.0,10.4,1.7,13.0,14.2,15.3,19.5,31.4,10.4,9.5,26.8,50.2,53.1,89.3,3.5,4.5,2.5,0.2,5.1,21,50.9,27.5,0.7,56.1,3.7,4.3,1.3,1,84.2,5.5,14.5,21370,14.5,27.7,28.6,22.3,6.9,11790,35770,3,27.8,17.7,15.3,13.1,9.2,10.5,73.4,28.3,7.7,6.8,-16.1,99.6,46.6,33.4,85,72.9,84.4,0,62
62010,Pas-de-Calais  - 10e circonscription,88852,119075,120878,-0.3,62.3,34.7,3,95.2,1.8,3,40.2,72,59,40,19,8,35.1,7.9,21.6,7.3,18.0,10.1,40.2,8.4,19.8,7.6,19.2,4.8,30.4,7.5,23.4,6.9,16.8,15.0,17.3,32.4,24.1,13.4,8.2,4.6,12.8,0.4,4.0,7.6,22.1,31.6,31.4,3.0,91.8,0.5,7.7,49.4,48.1,2.5,88.4,78.8,5.7,31.8,29.4,26.1,11.4,1.3,31.8,25.9,29.2,11.3,1.8,8.0,13.8,17.4,20.1,30.1,7.4,9.7,29.8,52.1,67.2,90.4,3.5,5.3,0.8,0.1,3.6,19.4,67.6,12.7,0.2,58.6,3.2,3.9,0.8,1.2,86.9,4,21.9,18310,21.9,35.4,25,14.4,3.3,10560,30310,2.9,34.3,26.5,24.6,19.9,14.8,13.2,68.1,29.6,5,10.5,-13.2,99.7,75.8,36,93.9,73.8,89.1,0.9,62
