id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
93001,Seine-Saint-Denis  - 1re circonscription,66497,142469,135999,0.8,100,0,0,100,0,0,33.9,64,49,33,16,5,41.5,9.4,10.2,8.7,21.4,8.8,44.7,9.5,9.4,8.7,21.8,5.8,38.4,9.2,11.0,8.6,21.1,11.6,24.4,16.4,19.7,10.4,12,17.1,29.1,0.0,4.6,18.3,22.3,32.1,19.4,3.3,90.2,1.9,7.9,28.6,69.7,1.7,8.4,66,0.5,37.1,27.9,16.1,14.1,4.8,37.1,15.7,27.5,13.9,5.8,19.9,21.6,23.6,22.7,29.2,16.6,13.8,34.8,49.4,57.7,90.7,3,1.4,4.3,0.6,5.8,20.4,15.2,64.2,0.1,73.6,2.7,7.6,2.9,2.8,26,58,29.4,17570,29.4,29.4,19.4,15.9,5.9,8770,34000,3.9,27.9,26,33.7,32.1,26.7,22,86.1,14.6,4.3,11,-15.9,100,100,94.3,100,100,100,0,93
93002,Seine-Saint-Denis  - 2e circonscription,54675,128414,123627,0.6,100,0,0,100,0,0,34.7,66,51,33,16,6,35.8,10.4,11.6,9.3,21.8,11.1,38.7,10.8,11.4,9.0,22.0,8.1,32.9,10.1,11.7,9.7,21.5,14.2,32.8,17.5,19.8,8.8,9.9,11.2,21.1,0.0,4.4,10.6,19.0,35.4,25.7,4.9,93.3,0.9,5.8,23.3,75.0,1.6,14.2,76.3,0.7,34.4,30.6,14.2,16.2,4.5,34.4,13.6,29.8,15.8,6.3,13.9,19.7,21.6,19.0,23.1,11.8,11.5,31.3,47.2,53.6,91.8,3.4,1.5,2.7,0.7,4.5,24.5,19.1,56.2,0.1,71.7,2.4,6.6,1.7,1.5,27.2,60.6,37.9,15320,37.9,31.9,17.4,10.6,2.2,7780,28150,3.6,39.8,38.6,42.7,39.5,32.4,26.1,76.7,17.3,3.7,15.2,-12.9,100,100,65.4,100,100,100,0,93
93003,Seine-Saint-Denis  - 3e circonscription,75048,131500,125093,0.8,100,0,0,100,0,0,36.6,68,54,35,18,6,44.9,6.2,14.7,8.8,19.7,5.8,46.6,6.1,13.4,9.1,20.9,3.9,43.3,6.2,15.9,8.5,18.6,7.6,17.0,16.7,20.4,14.9,14.1,17,31.1,0.0,4.4,21.3,27.1,30.9,14.6,1.7,93.4,1.3,5.3,50.4,47.9,1.6,27.7,69.5,2.3,33.7,30.6,20.2,13.3,2.3,33.7,19.8,30.1,13.1,3.3,15.2,17.3,16.0,19.9,27.7,16.1,13.2,31.0,45.8,57.6,90.6,3.1,1.6,4,0.6,5.9,17.7,17,65.1,0.2,78.2,2.2,5.3,1,2.2,37.6,51.7,16.9,22250,16.9,23.7,23.1,26,10.3,10920,39790,3.6,22.3,17.7,20.1,16.7,12.9,9,85.6,20,6.7,6.4,-18.7,100,100,78.9,100,100,100,0,93
93004,Seine-Saint-Denis  - 4e circonscription,64751,151909,140056,1.4,100,0,0,100,0,0,34.0,65,51,32,15,5,35.6,10.1,11.5,9.3,23.1,10.4,39.9,10.5,10.8,9.2,23.6,6.0,31.3,9.8,12.2,9.4,22.7,14.7,35.0,20.0,21.8,9.4,7.5,6.3,13.8,0.0,5.8,5.9,17.9,37.5,28.5,4.5,94.0,0.7,5.3,31.3,66.4,2.3,25.8,75.1,1.9,28.6,37,15.1,16.5,2.8,28.6,14.1,35.8,16.1,5.4,9.4,16.1,18.0,17.8,24.1,5.9,8.0,28.0,44.1,51.7,92.5,2.6,2.3,2,0.7,4.7,18.8,27.5,53.6,0.1,79.1,2.1,5.1,0.8,1.1,38.6,52.3,35.5,15640,35.5,33.9,18.1,10.6,1.9,8400,27840,3.3,37.8,39,42.2,34.8,27.5,19,75.1,17.9,4.1,15.3,-12.5,100,100,100,100,100,100,0,93
93005,Seine-Saint-Denis  - 5e circonscription,64548,142644,133751,1.1,100,0,0,100,0,0,35.2,67,52,34,16,6,36.9,9.3,12.7,8.8,21.8,10.5,41.2,9.6,11.9,8.6,22.4,6.3,32.7,9.0,13.5,9.0,21.2,14.6,34.6,18.9,20.4,9.7,8.2,8.1,16.3,0.0,5.3,8.6,20.1,35.6,25.8,4.6,92.8,0.9,6.3,37.5,60.2,2.3,27.5,74.6,2.1,32,34.2,16.4,14.4,3,32.0,15.6,33.3,14.1,4.9,10.9,17.0,20.1,20.1,36.1,9.7,10.4,28.5,45.9,56.7,91.9,3,2.7,1.8,0.6,4.5,19.6,28.3,51.9,0.1,75.4,2.9,5.4,0.7,1.5,39,50.4,31.6,16690,31.6,31.8,20.2,13.4,2.9,8670,29990,3.5,32.5,34.3,37,32.2,25.4,17.2,76.9,19.1,5.1,12.7,-13.8,100,100,100,100,100,100,0,93
93006,Seine-Saint-Denis  - 6e circonscription,57421,148794,130923,2.2,100,0,0,100,0,0,34.9,65,50,34,17,6,40.1,9.7,10.5,8.1,21.0,10.5,43.6,9.8,9.7,8.1,20.6,8.2,36.5,9.7,11.5,8.0,21.4,13.0,31.6,15.2,17.5,9.3,11.2,15.2,26.4,0.0,4.8,15.2,20.1,32.5,23.8,3.7,93.7,1.3,5.0,26.2,71.7,2.0,5.3,75.7,0.4,35.8,28.5,15.6,14.7,5.3,35.8,14.9,27.9,14.4,6.9,16.4,19.5,21.9,22.2,31.2,13.5,13.1,34.0,49.9,52.6,90,3.2,1.8,4.4,0.7,6.6,21.3,17.3,61.2,0.2,76.2,2.7,7.3,3.5,2.2,20.5,63.7,35.5,15950,35.5,29.8,16.9,13.2,4.6,7920,31790,4,34.8,34,39.8,38.8,30.4,24.3,82.4,15.6,4.3,12.6,-15,100,100,100,100,100,100,0,93
93007,Seine-Saint-Denis  - 7e circonscription,79806,147300,140123,0.8,100,0,0,100,0,0,37.2,68,54,36,19,7,43.5,8.8,13.9,8.0,18.5,7.3,45.2,9.3,12.6,8.1,19.2,5.7,42.0,8.3,15.1,7.9,17.8,8.9,20.3,13.7,17.5,11.0,14.4,23.1,37.5,0.0,5.0,25.4,24.4,27.2,15.5,2.5,92.4,1.5,6.0,35.2,62.5,2.4,15,77.7,0.8,39.6,25.7,17.1,13.7,3.9,39.6,16.7,25.2,13.4,5.1,16.4,21.4,23.4,22.7,27.5,16.1,17.1,37.8,52.4,57.4,90.2,3.2,1.4,4.6,0.6,6.4,25.1,13.6,61.2,0.1,72.9,2.9,7.8,4.7,3.6,21.1,59.8,25.5,19360,25.5,25.8,19,20.1,9.6,9140,39060,4.3,27.1,22.8,27.2,29.3,23.7,18.2,87,17,5.9,8.4,-18.2,100,100,100,100,100,100,0,93
93008,Seine-Saint-Denis  - 8e circonscription,61152,116090,112243,0.6,100,0,0,100,0,0,37.1,69,54,36,17,6,43.3,6.5,15.4,7.9,20.4,6.5,46.1,6.6,13.5,7.9,21.3,4.6,40.7,6.4,17.2,7.9,19.5,8.3,18.8,18.8,21.4,13.8,13,14.3,27.3,0.0,4.7,19.0,26.6,31.1,16.5,2.0,92.4,1.0,6.6,51.5,46.0,2.5,32.9,78.2,3,32.9,31.8,20.5,13.1,1.8,32.9,20.0,31.4,12.8,2.9,9.7,17.1,17.8,19.1,30.2,10.5,12.1,32.0,47.4,64.0,91.5,2.7,2.8,2.6,0.5,5.4,16,29,54.8,0.1,81,2.4,5,0.9,2.6,42.4,46.7,18.5,21720,18.5,24,23.2,24.9,9.4,10480,38790,3.7,25.3,21,20.8,18.7,13.2,8.2,83.1,21.4,7,6.8,-18.3,100,100,100,100,100,100,0,93
93009,Seine-Saint-Denis  - 9e circonscription,73220,142332,136043,0.8,100,0,0,100,0,0,36.4,68,53,35,17,6,40.6,8.4,13.6,8.3,20.7,8.3,43.5,8.4,12.2,8.1,22.2,5.5,37.9,8.4,14.9,8.4,19.3,11.0,22.7,17.2,19.9,11.6,12.4,16.2,28.6,0.0,5.1,18.2,23.4,32.3,18.3,2.7,92.7,1.0,6.3,35.2,63.2,1.6,17,77.1,1,37.4,29.4,16,14.5,2.7,37.4,15.6,28.9,14.3,3.9,12.5,20.4,21.6,22.7,29.3,12.3,15.1,35.7,54.3,60.0,91.7,2.3,2.5,3,0.5,5.4,16,25.9,57.9,0.1,80.3,2.9,6.6,2.7,3.2,28.9,55.7,26.5,18650,26.5,27.7,20,18.8,7,9190,35760,3.9,28.7,27.9,29.9,27.5,21.3,16.3,82.6,18.2,6.4,9.6,-16.8,100,100,87.6,100,100,100,0,93
93010,Seine-Saint-Denis  - 10e circonscription,68904,138470,129645,1.1,100,0,0,100,0,0,35.4,67,53,34,16,6,38.4,8.4,13.5,8.9,22.1,8.7,41.5,8.7,12.5,8.8,23.1,5.4,35.4,8.2,14.3,9.0,21.1,11.9,26.8,19.5,22.2,11.8,10.2,9.5,19.7,0.0,5.6,12.2,22.8,32.4,23.7,3.3,93.9,0.8,5.4,46.8,51.5,1.7,40.5,79.7,2.6,27.3,37.2,17.9,15.3,2.3,27.3,17.2,36.3,15.0,4.1,6.3,14.5,14.3,16.8,22.4,5.5,8.3,28.1,44.0,51.9,91.9,2.9,2.9,1.9,0.4,4.8,21.8,28.8,49.2,0.1,75.2,2.1,4.8,1.4,1.7,46.4,43.6,26.4,18370,26.4,29.1,21.3,17.5,5.7,9210,33990,3.7,32.8,29.3,30.3,25.9,21.1,15.2,78.1,21.1,6.1,10.4,-15.7,100,100,100,100,100,100,0,93
