id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
13001,Bouches-du-Rhône  - 1re circonscription,80868,117702,115045,0.4,100,0,0,100,0,0,42.1,75,61,43,21,8,38.9,5.8,22.7,8.6,16.0,8.0,41.5,6.1,21.0,8.6,17.5,5.3,36.7,5.5,24.2,8.6,14.6,10.4,14.7,21.1,20.7,15.7,12.9,14.8,27.7,0.0,6.6,16.5,28.5,32.5,14.2,1.7,92.9,1.1,5.9,56.0,41.4,2.6,33.5,74.9,3,34.2,26.5,24,13.2,2.1,34.2,23.8,26.3,13.0,2.6,11.2,14.4,17.9,17.4,25.1,13.1,12.3,32.0,42.7,48.9,90.3,7.2,1,1.3,0.1,2.5,82.2,15.3,2.4,0.1,17.8,2.2,3.3,0.7,5.8,68.2,19.8,15.5,22440,15.5,23.6,25.6,24.9,10.4,11250,39940,3.6,20.2,18.3,18.5,16.2,10.9,10.9,76.1,27.7,9.1,6.5,-19.3,100,100,100,100,100,100,0,13
13002,Bouches-du-Rhône  - 2e circonscription,82418,116133,114272,0.3,100,0,0,100,0,0,45.1,78,65,46,25,10,40.7,4.8,26.7,7.7,13.9,6.3,43.9,4.8,24.0,8.1,15.4,3.8,37.9,4.7,29.1,7.3,12.6,8.5,9.6,11.9,16.6,14.3,15.9,31.8,47.7,0.1,7.8,31.8,27.6,23.8,7.9,1.0,86.7,6.7,6.6,51.8,45.2,3.0,14.1,80.2,1,47,18.4,23,9.7,1.9,47.0,22.9,18.3,9.7,2.2,24.0,25.1,25.6,28.2,31.3,23.6,19.9,41.9,54.1,63.9,88.5,7.5,0.8,2.8,0.4,4,86.5,9.7,3.5,0.3,13.5,3.5,11.8,3,8.7,49.7,23.3,12.2,25770,12.2,18.4,21,27.3,21.1,12240,54140,4.4,20.6,13,14.1,13.1,9.9,7.8,74.8,29.7,17.4,3.6,-25.5,100,100,100,100,100,100,0,13
13003,Bouches-du-Rhône  - 3e circonscription,75283,132822,128922,0.5,100,0,0,100,0,0,38.8,72,58,37,18,7,33.6,7.8,18.8,9.6,19.3,10.9,36.3,8.4,17.1,10.4,20.9,6.9,31.2,7.2,20.3,8.8,17.9,14.6,21.1,23.7,21.4,13.1,10.4,10.4,20.8,0.0,5.3,11.3,25.2,34.8,20.0,3.4,92.7,1.1,6.2,46.4,51.7,1.8,24.6,72.5,1.8,36,26.9,19.9,15.4,1.9,36.0,19.6,26.4,15.2,2.8,17.8,18.0,20.3,20.8,23.5,13.0,12.5,31.4,45.7,45.9,91.2,6.5,0.8,1.2,0.2,2.3,81.1,16.8,2,0.1,18.9,1.7,3.4,0.4,3.7,68.6,22.1,26.2,18890,26.2,27.2,22.7,18.4,5.6,9410,33810,3.6,33.6,31.8,30.4,27.1,17.7,14,71.9,25.2,6.6,11.9,-15.7,100,100,100,100,100,100,0,13
13004,Bouches-du-Rhône  - 4e circonscription,64319,132606,124147,1.1,100,0,0,100,0,0,38.0,71,55,36,20,7,31.3,9.2,15.7,9.8,17.4,16.6,33.7,9.9,15.7,9.6,17.4,13.7,28.8,8.5,15.8,10.0,17.4,19.6,21.2,17.0,18.4,10.3,12.4,20.7,33.1,0.1,6.0,17.9,22.4,30.2,19.6,3.8,83.7,4.9,11.4,26.6,71.3,2.1,2.2,85,0,48.8,18.1,16.2,12.7,4.3,48.8,16.0,17.9,12.5,4.8,29.0,30.5,38.5,34.6,39.1,24.2,19.2,40.8,53.0,67.0,86.9,8.6,0.9,2.7,0.9,4.5,86,11,2.8,0.2,14,3.6,19,2.9,3.9,29.5,41,42.8,14440,42.8,27.3,14.6,11.2,4.1,7270,30280,4.2,43.8,42.7,46.2,46.9,37.6,34.4,68.7,20.3,6.3,18.8,-14.1,100,100,100,100,100,100,0,13
13005,Bouches-du-Rhône  - 5e circonscription,72839,121879,121152,0.1,100,0,0,100,0,0,40.4,74,58,38,22,9,40.7,7.5,19.7,10.5,14.2,7.5,43.4,8.1,16.8,10.3,15.9,5.5,38.5,7.0,22.0,10.6,12.8,9.1,12.9,14.5,18.0,12.5,16,26.1,42.1,0.0,5.1,24.5,27.6,28.4,12.6,1.8,86.8,3.9,9.2,39.4,57.9,2.7,4.6,85.4,0.3,52.8,15.4,17.7,11,3.1,52.8,17.6,15.3,11.0,3.3,32.2,31.2,33.4,28.9,38.3,36.3,24.2,49.2,59.5,68.1,86.1,8.7,1.2,3.2,0.8,5.2,86.7,10.5,2.6,0.2,13.3,2.7,18.7,2.7,5.8,32.5,37.5,21.5,20320,21.5,26.2,22.7,21.1,8.5,9780,37690,3.9,31.8,22.5,23.3,22.6,16.9,12.2,76,25.5,8,8.3,-17.8,100,100,100,100,100,100,0,13
13006,Bouches-du-Rhône  - 6e circonscription,78015,124837,120072,0.7,100,0,0,100,0,0,41.3,76,60,40,20,8,38.2,5.6,21.9,9.6,16.0,8.6,40.0,5.8,19.5,10.3,17.1,7.3,36.6,5.5,24.1,9.0,15.0,9.9,14.9,19.3,20.3,15.0,13.3,17.2,30.5,0.0,5.3,18.0,28.8,32.6,13.6,1.8,90.7,1.8,7.4,52.2,45.6,2.2,15.6,76.3,1.2,40,22.8,21.8,13.3,2.1,40.0,21.6,22.6,13.2,2.7,15.7,19.2,23.9,22.5,27.3,18.2,14.4,36.7,45.4,51.4,88.9,8.3,0.7,1.9,0.3,2.8,87.1,10.6,2.1,0.1,12.9,2.5,7.5,1.8,6.7,58.7,22.9,18,21440,18,25,24.4,23.4,9.2,10790,38550,3.6,26.4,21.8,21.3,18.1,12.5,9.8,73.6,29.2,8.4,7.3,-18.4,100,100,100,100,100,100,0,13
13007,Bouches-du-Rhône  - 7e circonscription,66637,124752,131783,-0.9,100,0,0,100,0,0,36.2,70,55,34,15,6,26.4,8.7,15.9,9.0,22.8,17.3,29.7,9.7,15.9,9.3,24.0,11.5,23.4,7.7,15.9,8.8,21.6,22.6,29.4,26.4,21.1,9.6,6.7,6.9,13.6,0.0,5.2,6.9,17.7,36.3,29.4,4.6,90.9,0.8,8.4,33.9,64.5,1.6,24.5,81.2,1.8,33.1,28.2,16.6,19.8,2.4,33.1,16.1,27.7,19.4,3.7,7.4,18.0,23.6,21.3,36.0,6.5,10.3,32.9,47.4,65.7,93.6,4.9,0.5,0.7,0.2,1.5,77.9,20,1.9,0.1,22.1,2,3.2,0.2,2.3,70.6,21.7,42.9,14310,42.9,30.8,16,8.3,2,7970,26550,3.3,52.6,50.2,51.3,42.3,30.6,24.5,60.7,23.3,4.6,22.5,-11,100,100,100,100,100,100,0,13
13008,Bouches-du-Rhône  - 8e circonscription,102475,133610,128703,0.6,40.5,59.5,0,98.6,1.4,0,41.2,73,60,42,20,8,41.8,5.8,21.2,6.6,17.1,7.4,44.8,5.3,20.3,6.7,18.0,4.8,39.0,6.2,22.0,6.5,16.3,10.0,14.1,23.1,20.3,16.0,12,14.4,26.4,0.6,6.3,18.3,27.3,27.3,19.1,1.2,91.2,1.3,7.4,59.6,37.8,2.6,61,65.4,7.9,30.4,29.8,27.6,10.9,1.4,30.4,27.1,29.5,10.8,2.2,12.0,13.6,16.8,16.8,27.9,9.0,9.1,28.3,42.1,51.8,88.6,4.9,4.3,1.8,0.3,4.8,31.5,64.3,4,0.2,53.6,3.2,4.9,1,1.4,84.6,4.8,11.7,23680,11.7,22.3,25.9,28.7,11.4,12530,40840,3.3,18.4,13.3,11.9,11.3,9.9,9.3,77.1,26.7,8.9,5,-17.8,100,84.6,40.5,99,97.9,97.9,0,13
13009,Bouches-du-Rhône  - 9e circonscription,100574,126073,121204,0.7,43,57,0,95.9,4.1,0,44.2,77,64,46,23,9,38.8,5.8,26.5,6.6,15.1,7.2,41.9,5.7,24.7,7.0,16.2,4.7,36.1,5.9,28.1,6.3,14.1,9.5,14.1,23.1,21.2,15.2,12.1,14.4,26.5,0.3,7.5,17.2,26.7,30.7,16.3,1.2,82.8,11.2,6.0,54.0,43.2,2.8,44.7,72.7,5.7,34.8,25.1,26.4,11.9,1.8,34.8,25.9,24.7,11.9,2.8,12.0,15.9,18.5,19.5,25.9,9.8,11.4,29.9,44.5,50.6,90.2,4.3,3.3,1.9,0.2,4.4,42.1,52,5.7,0.2,40.1,3.4,6.1,1,3.4,76.4,9.8,12.7,22950,12.7,24,25.8,25.6,11.9,12260,41630,3.4,21.2,16.5,14.4,12.9,9.1,8.8,70.6,31.8,11.9,5.1,-19.3,100,82.3,76.1,100,100,100,3.7,13
13010,Bouches-du-Rhône  - 10e circonscription,108586,134291,127072,0.9,24.3,75.7,0,98.6,1.4,0,43.0,75,62,45,22,9,42.3,4.5,24.3,7.3,15.7,6.0,44.3,4.4,23.5,7.4,16.6,3.7,40.3,4.5,25.0,7.2,14.9,8.2,11.5,21.1,19.5,16.7,13.6,17.6,31.2,0.2,7.8,21.1,29.6,26.4,14.2,0.7,92.1,2.2,5.7,67.5,29.2,3.3,70.2,65.3,11.7,27.2,31.5,29.2,10.5,1.7,27.2,28.6,30.9,10.4,2.9,9.2,11.3,13.3,14.8,27.2,7.9,8.5,22.2,35.4,43.7,90.2,3.1,5.1,1.4,0.2,5.2,20.1,76.4,3.4,0.2,70.3,2.7,2.5,0.5,2.9,85.3,6.1,7.9,25530,7.9,18.7,26.4,32.8,14.1,14140,43520,3.1,16.6,9.6,8.3,7.5,5.7,7,76.2,28,11.3,3.7,-19.3,100,75.1,31.7,98.6,100,98.6,0,13
