id_circo,Nom de la circonscription,Inscrit_22,pop_légal_19,pop_légal_13,tvar_pop,pop_pole_aav,pop_cour_aav,pop_horsaav,pop_urb,pop_rur_periu,pop_rur_non_periu,age_moyen,dec90,dec75,dec50,dec25,dec10,actemp,actcho,inactret,inactetu,inactm14,inactaut,actemp_hom,actcho_hom,inactret_hom,inactetu_hom,inactm14_hom,inactaut_hom,actemp_fem,actcho_fem,inactret_fem,inactetu_fem,inactm14_fem,inactaut_fem,actdip_PEU,actdip_CAP,actdip_BAC,actdip_BAC2,actdip_BAC3,actdip_BAC5,actdip_BAC3P,act_agr,act_art,act_cad,act_int,act_emp,act_ouv,act_cho,log_res,log_sec,log_vac,proprio,locatai,gratuit,maison,ach90,mfuel,men_seul,men_coupae,men_coupse,men_monop,men_sfam,men_seul_com,men_coupse_com,men_coupae_com,men_monop_com,men_complexe_com,seul_hom1829,seul_hom3059,seul_hom6074,seul_hom7584,seul_hom85,seul_fem1829,seul_fem3059,seul_fem6074,seul_fem7584,seul_fem85,iranr_log,iranr_com,iranr_dep,iranr_fra,iranr_etr,mobresid,ilt_com,ilt_dep,ilt_fra,ilt_etr,mobtrav,modtrans_aucun,modtrans_pied,modtrans_velo,modtrans_moto,modtrans_voit,modtrans_commun,tx_pauvrete60_diff,nivvie_median_diff,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,D1_diff,D9_diff,rpt_D9_D1_diff,tx_pauvrete60_diff_trageRF1,tx_pauvrete60_diff_trageRF2,tx_pauvrete60_diff_trageRF3,tx_pauvrete60_diff_trageRF4,tx_pauvrete60_diff_trageRF5,tx_pauvrete60_diff_trageRF6,PACT,PPEN,PPAT,PPSOC,PIMPOT,acc_ecole,acc_college,acc_lycee,acc_medecin,acc_dentiste,acc_pharmacie,part_eloig,id_dep
95001,Val-d’Oise  - 1re circonscription,82122,129945,124279,0.7,31.6,68.4,0,70.7,29.3,0,37.9,69,56,38,17,7,44.6,5.3,17.0,8.1,19.6,5.4,46.8,5.2,15.8,8.2,20.3,3.7,42.5,5.5,18.3,8.0,18.9,6.9,16.3,23.0,21.6,14.8,12,12.4,24.4,0.4,5.0,18.2,29.5,28.7,17.1,1.2,90.7,2.7,6.6,61.0,36.1,3.0,60.2,73,7.9,29.9,33.1,24.4,11,1.7,29.9,23.9,32.7,10.8,2.7,11.8,15.1,16.7,17.4,28.5,10.4,10.0,26.9,43.2,51.3,90.3,2.3,4.2,2.9,0.3,6,17.3,45,37.6,0.2,72.2,3.3,5.3,0.9,1.4,67,22,11.3,24030,11.3,21,26.6,30,11.1,12620,40640,3.2,18.4,12.8,12.7,10.5,8.3,7.1,82.7,23.6,7.9,4.7,-18.8,98.2,60.5,33.4,70.5,59.4,70.9,7.6,95
95002,Val-d’Oise  - 2e circonscription,77842,125318,118654,0.9,58.9,41.1,0,97,3,0,37.5,69,55,36,18,7,44.4,5.3,16.7,9.3,19.4,4.9,46.8,5.3,14.9,9.7,20.1,3.1,42.1,5.2,18.4,8.9,18.8,6.7,14.1,20.4,21.2,16.4,13.8,14,27.8,0.2,5.3,20.6,29.7,27.9,14.9,1.4,92.7,1.8,5.5,59.8,38.1,2.1,51.4,68,3.8,31.3,32.2,23,11.2,2.2,31.3,22.7,31.7,11.0,3.2,15.0,15.7,14.8,16.0,27.3,12.6,10.6,28.8,42.6,48.1,88.6,3.1,4.2,3.6,0.5,7.2,18.1,39.2,42.6,0.1,70.4,2.9,4.1,0.9,1.6,62.8,27.7,11.7,24520,11.7,19.9,25.1,31.1,12.2,12480,41600,3.3,19.7,13.5,13,10.4,9,6.4,83.5,23.7,7.6,4.6,-19.4,100,82.7,61.8,95.3,82.7,93.6,0,95
95003,Val-d’Oise  - 3e circonscription,93965,148374,137085,1.3,99.5,0.5,0,99.8,0.2,0,37.5,69,55,37,17,7,44.4,5.2,16.7,8.3,20.3,5.0,46.5,5.3,15.5,8.3,21.3,3.1,42.4,5.2,17.8,8.4,19.3,6.9,14.2,20.7,20.8,16.4,13.1,14.7,27.8,0.0,5.1,23.0,29.9,26.4,14.2,1.3,93.4,0.8,5.8,66.4,32.1,1.5,56.2,69.8,4.6,27.3,36.6,23.2,11.4,1.5,27.3,22.8,36.2,11.2,2.5,9.3,12.5,13.4,17.0,26.6,8.9,8.8,24.7,42.6,48.3,89.9,3.4,3.8,2.6,0.3,5.5,15.1,31.7,53,0.1,77.5,2.5,3.7,0.8,3,55.3,34.6,10.7,25280,10.7,18.8,24.5,32.4,13.6,12850,42650,3.3,15.4,12.6,12.1,9.9,7.3,6.8,85.6,22.7,7.1,4.4,-19.7,100,94,56,99.5,84.3,99.5,0,95
95004,Val-d’Oise  - 4e circonscription,75211,117771,110954,1.0,100,0,0,100,0,0,38.6,71,57,38,18,7,44.8,5.4,18.0,7.8,19.1,4.9,46.8,5.6,15.9,8.1,20.8,2.8,42.9,5.2,20.0,7.6,17.4,6.9,13.4,18.0,19.7,16.2,14.2,18.5,32.7,0.0,4.8,23.7,29.5,28.1,12.6,1.3,94.6,0.9,4.5,60.8,37.8,1.4,37.9,79.3,3.6,31.9,32,23,11.7,1.4,31.9,22.7,31.7,11.6,2.2,9.9,15.3,15.4,18.1,33.9,8.5,12.4,29.7,46.6,56.9,90.1,2.7,3.7,3.2,0.3,6.3,14.5,29.6,55.8,0.1,80,2.6,4.7,1.2,2.5,48.3,40.7,12.5,24930,12.5,19.3,23.1,30.4,14.7,12140,44050,3.6,15.6,13.8,16,12.2,8.5,5.5,84.7,23.9,7.4,4.3,-20.2,100,97.5,77.9,100,97.5,100,0,95
95005,Val-d’Oise  - 5e circonscription,68637,142709,134672,1.0,100,0,0,100,0,0,35.6,67,53,34,16,6,41.0,8.1,13.3,8.2,21.6,7.8,44.3,8.1,12.7,8.3,22.3,4.3,37.8,8.1,13.9,8.0,21.1,11.1,22.3,21.2,20.8,12.6,10.6,12.6,23.2,0.0,5.3,15.0,24.1,31.7,21.3,2.5,92.0,0.8,7.1,44.4,54.0,1.6,32.6,74.4,4.2,30.3,35.5,18.3,13.5,2.4,30.3,17.7,34.9,13.3,3.8,10.9,15.4,16.9,18.0,26.7,7.9,10.9,30.2,46.1,56.8,91.7,3.2,0.9,3.7,0.5,4.8,21.5,12.3,66,0.1,75.8,2.3,5,1.3,2.7,42.8,45.8,25.6,18780,25.6,28.3,21.5,18.7,5.9,9330,34580,3.7,29.3,27.3,29.6,25,20,17.6,82.7,19.1,5,9.2,-15.9,100,100,100,100,100,100,0,95
95006,Val-d’Oise  - 6e circonscription,75004,119055,117824,0.2,100,0,0,100,0,0,38.8,71,57,38,18,7,43.8,5.8,17.5,8.5,18.9,5.4,46.1,5.8,15.5,8.9,20.3,3.3,41.7,5.8,19.3,8.2,17.5,7.4,15.7,17.4,19.4,14.5,13.9,19.1,33.0,0.0,4.9,24.6,27.8,27.8,13.3,1.4,91.6,1.3,7.1,55.9,42.3,1.8,33.8,80.6,2.6,33,31.6,21.6,12.2,1.7,33.0,21.1,31.1,12.1,2.7,8.8,15.1,17.1,17.4,30.4,9.4,12.3,30.7,50.4,62.3,91.6,2.4,2.5,3.2,0.4,5.3,14.9,24,60.9,0.2,80.6,2.8,5.2,1.1,3,46.1,41.8,14.4,23930,14.4,21.4,21.9,27.2,15.1,11480,45070,3.9,20.3,16,17.5,14.3,10.7,6.6,83.8,23.4,9.1,4.7,-21,100,97.8,64.8,100,97.8,100,0,95
95007,Val-d’Oise  - 7e circonscription,68851,118382,116639,0.2,96.6,3.4,0,99.2,0.8,0,37.3,70,55,36,17,6,41.7,6.4,16.2,9.1,20.6,6.1,44.2,6.3,14.6,9.4,21.8,3.8,39.4,6.5,17.6,8.8,19.5,8.2,19.3,19.0,20.9,14.6,12.6,13.6,26.2,0.1,5.3,18.6,27.4,31.4,15.3,1.9,93.4,0.9,5.7,56.2,42.1,1.7,38.9,76.8,2.4,27.6,35.6,20.8,13.9,2,27.6,20.4,35.1,13.6,3.3,5.5,12.3,13.2,16.0,24.3,5.9,9.6,28.3,44.2,50.1,91.2,2.7,3.6,2.3,0.3,4.9,16.4,30.8,52.7,0.1,74.5,2.9,5,0.5,2,52.2,37.4,16.8,22580,16.8,23.3,22.8,25.7,11.5,10980,41220,3.8,21.3,19.9,19.6,15.8,12.2,8.9,82.8,22.4,8,6.1,-19.3,99.9,89.4,56.6,97.5,97.5,96.1,0,95
95008,Val-d’Oise  - 8e circonscription,54208,116619,111720,0.7,100,0,0,100,0,0,34.2,66,51,32,15,5,36.1,8.6,11.8,9.5,23.3,10.8,40.5,8.7,11.2,9.3,24.1,6.2,31.8,8.6,12.3,9.6,22.5,15.2,33.0,20.9,21.2,10.3,8,6.8,14.8,0.0,5.4,7.1,19.6,36.2,27.9,3.8,93.8,0.8,5.3,40.0,58.5,1.5,29.1,81.4,2.4,25.5,39.8,15.9,15.9,3,25.5,15.0,38.4,15.4,5.7,4.4,12.8,14.8,17.2,33.1,3.6,7.6,24.9,43.5,52.1,93.9,2.4,1.4,1.9,0.3,3,19.9,23.6,56.4,0.1,74,1.9,5.1,0.4,0.6,45.3,46.8,33.5,16060,33.5,33.9,19.6,10.9,2.2,8550,28140,3.3,37.2,37.6,39.9,32.8,24.8,18,76.3,18.1,4.2,13.9,-12.5,100,99,99,99,99,99,0,95
95009,Val-d’Oise  - 9e circonscription,70142,118328,114899,0.5,22.3,77.7,0,91.7,8.3,0,36.3,68,54,35,16,6,42.2,6.2,14.8,8.9,20.8,7.0,45.6,6.1,13.7,8.6,21.8,4.2,39.0,6.4,15.8,9.1,19.8,9.8,22.4,23.4,22.7,13.8,9.9,7.9,17.8,0.1,4.6,12.1,26.5,32.3,22.4,1.9,93.6,1.3,5.1,59.6,38.4,2.0,59.1,71,4.1,27.1,38.4,20.2,12.5,1.8,27.1,19.6,37.4,12.4,3.5,7.0,13.4,13.9,16.0,26.6,8.3,8.5,25.0,41.6,44.7,92,2.1,2.7,2.9,0.3,4.6,19.1,31.1,49.7,0.1,60.1,2.3,4.4,0.3,1,62.5,29.5,17.8,21070,17.8,26.8,26,23.3,6.1,10680,35250,3.3,19.3,20.2,22.2,16.9,11.7,8.7,82.8,20.4,5.7,7.2,-16.2,98.7,74.7,71.8,96.4,86.7,94.7,0,95
95010,Val-d’Oise  - 10e circonscription,67547,113173,107955,0.8,97.9,2.1,0,100,0,0,33.8,64,50,32,15,6,43.2,6.5,11.3,9.7,22.2,7.0,44.6,6.2,11.1,9.6,23.1,5.4,41.9,6.8,11.6,9.8,21.3,8.6,15.3,18.4,22.5,15.6,13.5,14.8,28.3,0.0,3.8,19.6,28.3,30.9,15.4,2.0,92.5,1.6,5.9,51.4,46.0,2.6,45.7,59.1,1.7,27.5,37.2,19.4,13.6,2.3,27.5,19.0,36.6,13.4,3.5,15.5,13.7,12.6,16.9,31.7,13.5,8.9,23.7,39.3,58.4,88.4,4.2,3.6,3.2,0.6,5.8,19.4,35.2,45.4,0.1,68.2,2.6,3.8,0.8,1,53.9,37.9,15.1,22350,15.1,24.6,25.4,27,8,11460,37450,3.3,21.8,16.2,17.1,13.7,10.6,9.5,87.5,17.9,4.7,6.9,-17,100,98.8,86.3,98.8,98.8,98.8,0,95
